seed_episode_id,instrument_id,seed_trade_date,seed_split,seed_same_day_bundle_key,seed_same_day_family_count,seed_label,fresh_family_id,fresh_signal_date,fresh_offset,fresh_offset_bucket,seed_failure_offset,seed_failure_offset_bucket,fresh_vs_observable_failure_state,fresh_evidence_status,seed_pre_fresh_state,survival_checkpoint_state,posterior_denominator_policy
551a566b5804ac7b,SH600837,2024-07-16,robustness,range_breakout|volume_money,2,good_path,momentum_rps,2024-07-19,3,T3_T5,none,none,no_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
33cb9aff389db3b6,SH600837,2025-01-20,robustness,range_breakout,1,censored_or_invalid,none,none,none,none,3.0,T3_T5,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t3,include_labeled
8987e2cf733a1fbc,SH600839,2024-10-24,robustness,momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money,5,good_path,volatility_band,2024-10-29,3,T3_T5,47.0,after_T30,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
89ef0c6219555e14,SH600839,2024-12-24,robustness,momentum_rps|price_trend|range_breakout|volume_money,4,bad_path,none,none,none,none,3.0,T3_T5,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t3,include_labeled
a5296d2048a6c255,SH600839,2025-02-14,robustness,momentum_rps|price_trend|pullback_drawdown,3,bad_path,none,none,none,none,1.0,T0_T2,not_applicable,seed_failed_before_t3,failed_before_t3,not_survived_t3,include_labeled
41744e1e39716b9e,SH600839,2025-05-06,robustness,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,7,bad_path,none,none,none,none,5.0,T3_T5,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t5,include_labeled
c9b0ccc5a88677b1,SH600839,2025-08-19,robustness,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,7,censored_or_invalid,none,none,none,none,1.0,T0_T2,not_applicable,seed_failed_before_t3,failed_before_t3,not_survived_t3,include_labeled
d6bef67929eb6e5b,SH600845,2020-02-06,train,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,6,good_path,volume_money,2020-02-25,13,T11_T20,15.0,T11_T20,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t10,include_labeled
567691468e180a8b,SH600845,2020-04-14,train,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,7,good_path,none,none,none,none,none,none,not_applicable,none_within_t3_t30,no_fresh_observed,survived_t10,include_labeled
eb093cddc01377a0,SH600845,2020-06-01,train,oscillator|range_breakout,2,bad_path,none,none,none,none,0.0,T0_T2,not_applicable,seed_failed_before_t3,failed_before_t3,not_survived_t3,include_labeled
6f287d875e125a13,SH600845,2020-07-29,train,price_trend|pullback_drawdown|range_breakout,3,bad_path,none,none,none,none,0.0,T0_T2,not_applicable,seed_failed_before_t3,failed_before_t3,not_survived_t3,include_labeled
f08a83dbe8a3ff25,SH600845,2020-09-15,train,momentum_rps,1,bad_path,volume_money,2020-09-25,8,T6_T10,19.0,T11_T20,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t5,include_labeled
f5633790bcd4ec45,SH600845,2020-11-09,train,pullback_drawdown|range_breakout,2,bad_path,none,none,none,none,1.0,T0_T2,not_applicable,seed_failed_before_t3,failed_before_t3,not_survived_t3,include_labeled
00b6f8868d1c9499,SH600845,2020-12-22,train,oscillator|range_breakout,2,bad_path,price_trend,2020-12-31,7,T6_T10,12.0,T11_T20,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t5,include_labeled
561476dd0a9f251d,SH600845,2021-02-05,train,pullback_drawdown,1,bad_path,none,none,none,none,4.0,T3_T5,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t5,include_labeled
b475bdef71cb94bd,SH600845,2021-03-30,train,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout,5,good_path,volume_money,2021-04-14,10,T6_T10,none,none,no_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t10,include_labeled
c318565301ab9bab,SH600845,2021-08-20,train,momentum_rps|price_trend|range_breakout|volume_money,4,censored_or_invalid,pullback_drawdown,2021-08-25,3,T3_T5,21.0,T21_T30,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
b79f1d5c56350b66,SH600845,2021-10-15,train,price_trend|range_breakout,2,censored_or_invalid,momentum_rps,2021-10-20,3,T3_T5,29.0,T21_T30,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
377a1f95f81191d7,SH600845,2022-01-04,validation,range_breakout,1,bad_path,none,none,none,none,1.0,T0_T2,not_applicable,seed_failed_before_t3,failed_before_t3,not_survived_t3,include_labeled
bdc806544f17c0a9,SH600845,2022-03-17,validation,pullback_drawdown|range_breakout|volatility_band,3,bad_path,none,none,none,none,1.0,T0_T2,not_applicable,seed_failed_before_t3,failed_before_t3,not_survived_t3,include_labeled
1c927a05d961cd2f,SH600845,2022-05-06,validation,momentum_rps|price_trend|pullback_drawdown,3,good_path,range_breakout,2022-05-12,4,T3_T5,none,none,no_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
0b2359ad675e7f93,SH600845,2022-06-21,validation,range_breakout,1,bad_path,oscillator,2022-06-24,3,T3_T5,13.0,T11_T20,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
9f0f66b42de208d2,SH600845,2022-08-08,validation,price_trend|pullback_drawdown|range_breakout|volatility_band,4,bad_path,none,none,none,none,3.0,T3_T5,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t3,include_labeled
1cccd2d4d71ddb5f,SH600845,2022-10-17,validation,price_trend|volatility_band,2,good_path,range_breakout,2022-10-20,3,T3_T5,none,none,no_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
0e1bbf636cb5b16a,SH600845,2022-12-12,validation,range_breakout,1,bad_path,none,none,none,none,5.0,T3_T5,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t5,include_labeled
9f62f5c1c142d69b,SH600845,2023-02-06,validation,range_breakout|volatility_band,2,bad_path,volume_money,2023-02-16,8,T6_T10,8.0,T6_T10,ambiguous_same_offset,ambiguous_same_offset,ambiguous_same_offset,survived_t5,audit_only_exclude
9e6f4370da946804,SH600845,2023-03-23,validation,range_breakout,1,good_path,momentum_rps,2023-03-28,3,T3_T5,25.0,T21_T30,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
34da098f6db68b05,SH600845,2023-05-25,validation,range_breakout,1,good_path,volume_money,2023-06-08,10,T6_T10,none,none,no_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t10,include_labeled
814903baa495348b,SH600845,2023-07-11,validation,range_breakout|volume_money,2,censored_or_invalid,momentum_rps,2023-07-14,3,T3_T5,9.0,T6_T10,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
169a2d38d2f60acc,SH600845,2023-11-08,validation,range_breakout|volatility_band,2,censored_or_invalid,volume_money,2023-11-20,8,T6_T10,58.0,after_T30,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t5,include_labeled
af158495f09dd95a,SH600845,2023-12-27,validation,range_breakout,1,censored_or_invalid,none,none,none,none,6.0,T6_T10,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t10,include_labeled
324b2292ee5440b5,SH600845,2024-02-20,robustness,pullback_drawdown,1,good_path,range_breakout,2024-02-26,4,T3_T5,22.0,T21_T30,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
e27b99b33af903a0,SH600845,2024-04-10,robustness,range_breakout,1,bad_path,none,none,none,none,7.0,T6_T10,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t10,include_labeled
cbd673f95d784eab,SH600845,2024-06-05,robustness,momentum_rps|oscillator|range_breakout|volume_money,4,bad_path,none,none,none,none,12.0,T11_T20,not_applicable,seed_failed_before_fresh,failed_before_fresh,survived_t10,include_labeled
6bd9e235c8b25ebc,SH600845,2024-07-19,robustness,oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,5,bad_path,none,none,none,none,3.0,T3_T5,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t3,include_labeled
f6db6735499846be,SH600845,2024-09-04,robustness,range_breakout|volatility_band,2,bad_path,none,none,none,none,2.0,T0_T2,not_applicable,seed_failed_before_t3,failed_before_t3,not_survived_t3,include_labeled
640ca287a84d956c,SH600845,2024-11-08,robustness,price_trend|range_breakout|volatility_band|volume_money,4,bad_path,momentum_rps,2024-11-13,3,T3_T5,5.0,T3_T5,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
67102a601e41bc84,SH600845,2024-12-25,robustness,momentum_rps|pullback_drawdown,2,bad_path,none,none,none,none,5.0,T3_T5,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t5,include_labeled
8c415208e7abb120,SH600845,2025-02-17,robustness,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout,5,bad_path,volatility_band,2025-02-21,4,T3_T5,8.0,T6_T10,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
3e0f45cfb299cd1d,SH600845,2025-05-06,robustness,range_breakout,1,bad_path,none,none,none,none,7.0,T6_T10,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t10,include_labeled
c33f48678ee54467,SH600845,2025-07-04,robustness,volume_money,1,good_path,range_breakout,2025-07-11,5,T3_T5,93.0,after_T30,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t5,include_labeled
1c020fd260c293a1,SH600845,2025-08-18,robustness,range_breakout|volume_money,2,censored_or_invalid,oscillator,2025-08-22,4,T3_T5,12.0,T11_T20,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
361397d348340575,SH600845,2025-10-09,robustness,range_breakout|volume_money,2,censored_or_invalid,none,none,none,none,9.0,T6_T10,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t10,include_labeled
a85ef8a0c80ed8a8,SH600845,2025-12-26,robustness,range_breakout|volume_money,2,censored_or_invalid,none,none,none,none,none,none,not_applicable,none_within_t3_t30,no_fresh_observed,survived_t10,include_labeled
fcfe6bb7b6ac8d52,SH600848,2019-07-18,train,momentum_rps|pullback_drawdown|volume_money,3,good_path,range_breakout,2019-07-23,3,T3_T5,14.0,T11_T20,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
05dbd1a1475cc19a,SH600848,2019-09-19,train,range_breakout,1,bad_path,none,none,none,none,3.0,T3_T5,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t3,include_labeled
33fe4a6a9f32f2fe,SH600848,2019-12-16,train,oscillator|price_trend|pullback_drawdown|range_breakout,4,bad_path,none,none,none,none,6.0,T6_T10,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t10,include_labeled
77a56364ff28e88e,SH600848,2020-07-07,train,oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,6,bad_path,momentum_rps,2020-07-10,3,T3_T5,5.0,T3_T5,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
24c01012fea43e5a,SH600848,2020-08-20,train,momentum_rps|range_breakout,2,bad_path,none,none,none,none,7.0,T6_T10,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t10,include_labeled
b9945922daa2287e,SH600848,2020-10-20,train,range_breakout|volatility_band,2,bad_path,none,none,none,none,4.0,T3_T5,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t5,include_labeled
d8d0634139a9f8bb,SH600859,2020-07-06,train,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,6,bad_path,none,none,none,none,0.0,T0_T2,not_applicable,seed_failed_before_t3,failed_before_t3,not_survived_t3,include_labeled
05bc3c121e344330,SH600862,2021-01-07,train,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,6,bad_path,none,none,none,none,0.0,T0_T2,not_applicable,seed_failed_before_t3,failed_before_t3,not_survived_t3,include_labeled
3c0e0bf28fe232f7,SH600862,2021-08-02,train,momentum_rps|price_trend|pullback_drawdown|range_breakout,4,censored_or_invalid,oscillator,2021-08-05,3,T3_T5,13.0,T11_T20,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
f1d4383980078164,SH600862,2021-11-09,train,momentum_rps|pullback_drawdown|range_breakout,3,censored_or_invalid,none,none,none,none,4.0,T3_T5,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t5,include_labeled
c125ed3b44e05406,SH600867,2018-05-04,train,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,5,good_path,oscillator,2018-05-23,13,T11_T20,34.0,after_T30,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t10,include_labeled
fa049dc1c0456dc5,SH600867,2018-07-09,train,pullback_drawdown,1,bad_path,momentum_rps,2018-07-12,3,T3_T5,9.0,T6_T10,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
7be4ecd0836d34e6,SH600871,2021-09-24,train,price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,5,censored_or_invalid,none,none,none,none,0.0,T0_T2,not_applicable,seed_failed_before_t3,failed_before_t3,not_survived_t3,include_labeled
a2772f7972e2485a,SH600872,2020-07-10,train,oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,5,good_path,momentum_rps,2020-07-23,9,T6_T10,87.0,after_T30,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t5,include_labeled
345d6a264dfd4418,SH600872,2020-08-24,train,momentum_rps|pullback_drawdown,2,bad_path,range_breakout,2020-08-31,5,T3_T5,8.0,T6_T10,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t5,include_labeled
a7a70d972826022f,SH600872,2020-10-14,train,pullback_drawdown,1,bad_path,none,none,none,none,6.0,T6_T10,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t10,include_labeled
03620fcc6dba84f4,SH600872,2020-12-04,train,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,7,bad_path,none,none,none,none,9.0,T6_T10,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t10,include_labeled
a73eee984314bb8f,SH600872,2021-01-27,train,momentum_rps|range_breakout,2,bad_path,none,none,none,none,1.0,T0_T2,not_applicable,seed_failed_before_t3,failed_before_t3,not_survived_t3,include_labeled
e3605757c8a89a91,SH600875,2021-08-20,train,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,6,censored_or_invalid,oscillator,2021-09-08,13,T11_T20,none,none,no_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t10,include_labeled
dabc278b21d4c8fa,SH600875,2021-10-25,train,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volume_money,6,censored_or_invalid,volatility_band,2021-10-28,3,T3_T5,72.0,after_T30,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
7698fc64a8a1c755,SH600875,2021-12-07,train,momentum_rps|price_trend|pullback_drawdown|range_breakout,4,censored_or_invalid,none,none,none,none,0.0,T0_T2,not_applicable,seed_failed_before_t3,failed_before_t3,not_survived_t3,include_labeled
e246147378f5082d,SH600875,2022-06-17,validation,momentum_rps|pullback_drawdown|range_breakout,3,good_path,price_trend,2022-07-07,14,T11_T20,none,none,no_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t10,include_labeled
1e2538242c1f51d3,SH600875,2022-08-16,validation,oscillator,1,good_path,price_trend,2022-08-22,4,T3_T5,none,none,no_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
f2cafc42c9c253b5,SH600875,2022-10-14,validation,momentum_rps|pullback_drawdown|range_breakout,3,good_path,price_trend,2022-10-19,3,T3_T5,40.0,after_T30,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
6703eed13f24a8b6,SH600875,2022-12-28,validation,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,7,bad_path,none,none,none,none,18.0,T11_T20,not_applicable,seed_failed_before_fresh,failed_before_fresh,survived_t10,include_labeled
a62a4ad9add1611c,SH600875,2023-03-02,validation,range_breakout|volume_money,2,bad_path,momentum_rps,2023-03-07,3,T3_T5,10.0,T6_T10,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
07b29bdec027b107,SH600875,2023-05-08,validation,oscillator|range_breakout|volume_money,3,bad_path,price_trend,2023-05-17,7,T6_T10,22.0,T21_T30,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t5,include_labeled
ccd7a898fe7c2033,SH600875,2023-06-20,validation,momentum_rps|pullback_drawdown,2,good_path,range_breakout,2023-06-29,5,T3_T5,45.0,after_T30,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t5,include_labeled
531cc57edb6509b7,SH600875,2024-02-29,robustness,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,6,bad_path,none,none,none,none,10.0,T6_T10,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t10,include_labeled
8528751183a812e6,SH600875,2024-04-16,robustness,momentum_rps|price_trend|pullback_drawdown,3,good_path,range_breakout,2024-04-19,3,T3_T5,56.0,after_T30,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
0fc212694b7296c3,SH600875,2024-06-04,robustness,range_breakout,1,bad_path,none,none,none,none,3.0,T3_T5,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t3,include_labeled
46bf2120ecc1d928,SH600875,2024-07-31,robustness,range_breakout,1,bad_path,none,none,none,none,12.0,T11_T20,not_applicable,seed_failed_before_fresh,failed_before_fresh,survived_t10,include_labeled
6cdf1583810ad1bc,SH600875,2024-11-07,robustness,pullback_drawdown|range_breakout,2,bad_path,none,none,none,none,10.0,T6_T10,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t10,include_labeled
b0e09dd8d8870bb6,SH600875,2024-12-27,robustness,momentum_rps|pullback_drawdown|range_breakout,3,good_path,none,none,none,none,none,none,not_applicable,none_within_t3_t30,no_fresh_observed,survived_t10,include_labeled
310366e986c29f4c,SH600875,2025-05-06,robustness,momentum_rps|price_trend|range_breakout|volatility_band|volume_money,5,good_path,pullback_drawdown,2025-05-09,3,T3_T5,none,none,no_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
1f47ddb047d6dfe7,SH600875,2025-07-07,robustness,oscillator|range_breakout|volume_money,3,good_path,momentum_rps,2025-07-23,12,T11_T20,none,none,no_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t10,include_labeled
e2795c84a17f3c05,SH600875,2025-08-21,robustness,range_breakout,1,censored_or_invalid,none,none,none,none,8.0,T6_T10,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t10,include_labeled
5de338ee56fb8f25,SH600875,2025-10-13,robustness,momentum_rps|price_trend|pullback_drawdown,3,censored_or_invalid,none,none,none,none,3.0,T3_T5,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t3,include_labeled
09b89f87f698ffe3,SH600875,2025-12-05,robustness,range_breakout,1,censored_or_invalid,volume_money,2025-12-11,4,T3_T5,none,none,no_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
db21ce28ab41c794,SH600879,2025-12-15,robustness,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,5,censored_or_invalid,none,none,none,none,5.0,T3_T5,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t5,include_labeled
6ca7914d7f526a0f,SH600884,2021-07-12,train,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,6,censored_or_invalid,none,none,none,none,5.0,T3_T5,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t5,include_labeled
611ddf66e4231ef1,SH600884,2021-08-25,train,momentum_rps|price_trend|volume_money,3,censored_or_invalid,pullback_drawdown,2021-08-30,3,T3_T5,3.0,T3_T5,ambiguous_same_offset,ambiguous_same_offset,ambiguous_same_offset,survived_t3,audit_only_exclude
3241c6bb5eb7f90b,SH600884,2021-10-18,train,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout,5,censored_or_invalid,none,none,none,none,11.0,T11_T20,not_applicable,seed_failed_before_fresh,failed_before_fresh,survived_t10,include_labeled
a44d94d4491c3040,SH600884,2021-11-30,train,pullback_drawdown,1,censored_or_invalid,momentum_rps,2021-12-03,3,T3_T5,7.0,T6_T10,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
6aa36f68e8c08ab4,SH600884,2022-02-17,validation,price_trend|range_breakout|volume_money,3,good_path,momentum_rps,2022-02-23,4,T3_T5,13.0,T11_T20,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
2e48965505a8cbeb,SH600884,2022-04-01,validation,momentum_rps|pullback_drawdown,2,bad_path,none,none,none,none,2.0,T0_T2,not_applicable,seed_failed_before_t3,failed_before_t3,not_survived_t3,include_labeled
afcca5a54604bad5,SH600884,2022-06-02,validation,momentum_rps|price_trend|range_breakout|volume_money,4,good_path,pullback_drawdown,2022-06-08,3,T3_T5,80.0,after_T30,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
9ee9d9331f213d7c,SH600884,2022-07-19,validation,momentum_rps,1,bad_path,none,none,none,none,2.0,T0_T2,not_applicable,seed_failed_before_t3,failed_before_t3,not_survived_t3,include_labeled
dad309fffc4e84a1,SH600885,2021-08-09,train,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,6,censored_or_invalid,none,none,none,none,5.0,T3_T5,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t5,include_labeled
b7b49b8548991e3b,SH600885,2021-10-13,train,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,5,censored_or_invalid,none,none,none,none,0.0,T0_T2,not_applicable,seed_failed_before_t3,failed_before_t3,not_survived_t3,include_labeled
3273096dd20cab6f,SH600885,2021-12-09,train,range_breakout,1,censored_or_invalid,pullback_drawdown,2021-12-14,3,T3_T5,6.0,T6_T10,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
4ccce92641806465,SH600886,2017-10-09,train,range_breakout,1,bad_path,oscillator,2017-10-12,3,T3_T5,81.0,after_T30,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
88a46f2bdf4e2f84,SH600886,2017-11-21,train,price_trend|range_breakout|volatility_band|volume_money,4,bad_path,none,none,none,none,8.0,T6_T10,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t10,include_labeled
f9267de309355ca1,SH600886,2018-05-21,train,range_breakout,1,bad_path,oscillator,2018-06-06,12,T11_T20,32.0,after_T30,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t10,include_labeled
1581f3de7c78a31d,SH600886,2018-07-16,train,range_breakout,1,bad_path,momentum_rps,2018-07-19,3,T3_T5,66.0,after_T30,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
63293026691b0873,SH600886,2018-08-28,train,range_breakout,1,bad_path,oscillator,2018-09-19,16,T11_T20,25.0,T21_T30,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t10,include_labeled
41bf0c3c94e1e64b,SH600886,2018-11-02,train,price_trend|range_breakout|volatility_band,3,good_path,pullback_drawdown,2018-12-05,23,T21_T30,none,none,no_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t10,include_labeled
5cfd4e6ffb66d0cc,SH600886,2018-12-18,train,oscillator|range_breakout|volume_money,3,good_path,momentum_rps,2019-01-18,21,T21_T30,93.0,after_T30,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t10,include_labeled
9d0fa39aff3dec70,SH600886,2019-02-11,train,range_breakout,1,bad_path,volume_money,2019-02-18,5,T3_T5,55.0,after_T30,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t5,include_labeled
747aa1ce5ca77f4b,SH600886,2019-04-01,train,volume_money,1,bad_path,pullback_drawdown,2019-04-04,3,T3_T5,20.0,T11_T20,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
9169d34e02896672,SH600886,2019-05-28,train,range_breakout|volume_money,2,good_path,oscillator,2019-05-31,3,T3_T5,none,none,no_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
accf7729e3f51d9c,SH600886,2019-07-15,train,range_breakout,1,good_path,volume_money,2019-07-23,6,T6_T10,none,none,no_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t5,include_labeled
f8991d6465175a27,SH600886,2019-08-27,train,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,7,bad_path,none,none,none,none,5.0,T3_T5,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t5,include_labeled
82b9174d7b188cd2,SH600886,2019-11-06,train,range_breakout,1,bad_path,none,none,none,none,6.0,T6_T10,not_applicable,seed_failed_before_fresh,failed_before_fresh,not_survived_t10,include_labeled
b1af5f1b78315592,SH600886,2019-12-27,train,range_breakout,1,bad_path,pullback_drawdown,2020-01-02,3,T3_T5,16.0,T11_T20,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
ee7a988796cce198,SH600886,2020-03-24,train,range_breakout,1,bad_path,none,none,none,none,18.0,T11_T20,not_applicable,seed_failed_before_fresh,failed_before_fresh,survived_t10,include_labeled
ebec7710e6fa6cb1,SH600886,2020-05-28,train,oscillator|range_breakout,2,good_path,volatility_band,2020-06-02,3,T3_T5,none,none,no_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
cf0080b3508144be,SH600886,2020-07-14,train,oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,5,bad_path,none,none,none,none,2.0,T0_T2,not_applicable,seed_failed_before_t3,failed_before_t3,not_survived_t3,include_labeled
acd3b2932332aed2,SH600886,2020-09-08,train,range_breakout|volume_money,2,bad_path,volatility_band,2020-09-16,6,T6_T10,17.0,T11_T20,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t5,include_labeled
11edb11ac205a7f3,SH600886,2020-10-30,train,range_breakout|volume_money,2,bad_path,volatility_band,2020-11-05,4,T3_T5,28.0,T21_T30,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
fda5458ad6a7f3d5,SH600886,2020-12-25,train,range_breakout,1,bad_path,volume_money,2021-01-06,7,T6_T10,27.0,T21_T30,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t5,include_labeled
ec49322de2a07e8a,SH600886,2021-02-19,train,volatility_band,1,good_path,oscillator,2021-03-04,9,T6_T10,none,none,no_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t5,include_labeled
272692114f04a1d5,SH600886,2021-04-12,train,range_breakout|volume_money,2,bad_path,oscillator,2021-04-22,8,T6_T10,30.0,T21_T30,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t5,include_labeled
ae10e27563e4f3d5,SH600886,2021-06-24,train,volatility_band,1,bad_path,range_breakout,2021-07-06,8,T6_T10,17.0,T11_T20,before_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t5,include_labeled
1a8f5d0bf5d80c09,SH600886,2021-08-09,train,oscillator|range_breakout|volatility_band,3,censored_or_invalid,pullback_drawdown,2021-08-12,3,T3_T5,none,none,no_observable_failure,found_within_t3_t30,alive_before_fresh,survived_t3,include_labeled
