signal_month,first_holding_month,final_holding_month,split,grouping,J,K,skip_mode,signal_eligible_instrument_count,rank_denominator_missing_count,intermediate_month_count,min_valid_intermediate_monthly_closes_required,min_intermediate_month_coverage_share,assigned_loser_leg_count,assigned_winner_leg_count,signal_eligibility_status,holding_label_status,portfolio_month_status,block_reason
2022-08,2022-09,,validation,quintile,6,48,no_skip,228,0,5,3,1.0,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2022-08,2022-09,,validation,decile,6,48,no_skip,228,0,5,3,1.0,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2022-08,2022-10,2023-03,validation,tertile,6,6,skip1,228,0,5,3,1.0,76,76,complete,complete,complete,
2022-08,2022-10,2023-03,validation,quintile,6,6,skip1,228,0,5,3,1.0,46,45,complete,complete,complete,
2022-08,2022-10,2023-03,validation,decile,6,6,skip1,228,0,5,3,1.0,23,22,complete,complete,complete,
2022-08,2022-09,2022-09,validation,tertile,12,1,no_skip,225,3,11,6,0.9090909090909091,75,75,complete,complete,complete,
2022-08,2022-09,2022-09,validation,quintile,12,1,no_skip,225,3,11,6,0.9090909090909091,45,45,complete,complete,complete,
2022-08,2022-09,2022-09,validation,decile,12,1,no_skip,225,3,11,6,0.9090909090909091,23,22,complete,complete,complete,
2022-08,2022-09,2023-02,validation,tertile,12,6,no_skip,225,3,11,6,0.9090909090909091,75,75,complete,complete,complete,
2022-08,2022-09,2023-02,validation,quintile,12,6,no_skip,225,3,11,6,0.9090909090909091,45,45,complete,complete,complete,
2022-08,2022-09,2023-02,validation,decile,12,6,no_skip,225,3,11,6,0.9090909090909091,23,22,complete,complete,complete,
2022-08,2022-09,2023-08,validation,tertile,12,12,no_skip,225,3,11,6,0.9090909090909091,75,75,complete,complete,complete,
2022-08,2022-09,2023-08,validation,quintile,12,12,no_skip,225,3,11,6,0.9090909090909091,45,45,complete,complete,complete,
2022-08,2022-09,2023-08,validation,decile,12,12,no_skip,225,3,11,6,0.9090909090909091,23,22,complete,complete,complete,
2022-08,2022-09,2024-02,validation,tertile,12,18,no_skip,225,3,11,6,0.9090909090909091,75,75,complete,complete,complete,
2022-08,2022-09,2024-02,validation,quintile,12,18,no_skip,225,3,11,6,0.9090909090909091,45,45,complete,complete,complete,
2022-08,2022-09,2024-02,validation,decile,12,18,no_skip,225,3,11,6,0.9090909090909091,23,22,complete,complete,complete,
2022-08,2022-09,2024-08,validation,tertile,12,24,no_skip,225,3,11,6,0.9090909090909091,75,75,complete,complete,complete,
2022-08,2022-09,2024-08,validation,quintile,12,24,no_skip,225,3,11,6,0.9090909090909091,45,45,complete,complete,complete,
2022-08,2022-09,2024-08,validation,decile,12,24,no_skip,225,3,11,6,0.9090909090909091,23,22,complete,complete,complete,
2022-08,2022-09,2025-02,validation,tertile,12,30,no_skip,225,3,11,6,0.9090909090909091,75,75,complete,complete,complete,
2022-08,2022-09,2025-02,validation,quintile,12,30,no_skip,225,3,11,6,0.9090909090909091,45,45,complete,complete,complete,
2022-08,2022-09,2025-02,validation,decile,12,30,no_skip,225,3,11,6,0.9090909090909091,23,22,complete,complete,complete,
2022-08,2022-09,2025-08,validation,tertile,12,36,no_skip,225,3,11,6,0.9090909090909091,75,75,complete,complete,complete,
2022-08,2022-09,2025-08,validation,quintile,12,36,no_skip,225,3,11,6,0.9090909090909091,45,45,complete,complete,complete,
2022-08,2022-09,2025-08,validation,decile,12,36,no_skip,225,3,11,6,0.9090909090909091,23,22,complete,complete,complete,
2022-08,2022-09,2026-02,validation,tertile,12,42,no_skip,225,3,11,6,0.9090909090909091,75,75,complete,complete,complete,
2022-08,2022-09,2026-02,validation,quintile,12,42,no_skip,225,3,11,6,0.9090909090909091,45,45,complete,complete,complete,
2022-08,2022-09,2026-02,validation,decile,12,42,no_skip,225,3,11,6,0.9090909090909091,23,22,complete,complete,complete,
2022-08,2022-09,,validation,tertile,12,48,no_skip,225,3,11,6,0.9090909090909091,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2022-08,2022-09,,validation,quintile,12,48,no_skip,225,3,11,6,0.9090909090909091,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2022-08,2022-09,,validation,decile,12,48,no_skip,225,3,11,6,0.9090909090909091,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2022-08,2022-10,2023-09,validation,tertile,12,12,skip1,225,3,11,6,0.9090909090909091,75,75,complete,complete,complete,
2022-08,2022-10,2023-09,validation,quintile,12,12,skip1,225,3,11,6,0.9090909090909091,45,45,complete,complete,complete,
2022-08,2022-10,2023-09,validation,decile,12,12,skip1,225,3,11,6,0.9090909090909091,23,22,complete,complete,complete,
2022-08,2022-09,2022-09,validation,tertile,18,1,no_skip,219,9,17,9,0.9411764705882353,73,73,complete,complete,complete,
2022-08,2022-09,2022-09,validation,quintile,18,1,no_skip,219,9,17,9,0.9411764705882353,44,43,complete,complete,complete,
2022-08,2022-09,2022-09,validation,decile,18,1,no_skip,219,9,17,9,0.9411764705882353,22,21,complete,complete,complete,
2022-08,2022-09,2023-02,validation,tertile,18,6,no_skip,219,9,17,9,0.9411764705882353,73,73,complete,complete,complete,
2022-08,2022-09,2023-02,validation,quintile,18,6,no_skip,219,9,17,9,0.9411764705882353,44,43,complete,complete,complete,
2022-08,2022-09,2023-02,validation,decile,18,6,no_skip,219,9,17,9,0.9411764705882353,22,21,complete,complete,complete,
2022-08,2022-09,2023-08,validation,tertile,18,12,no_skip,219,9,17,9,0.9411764705882353,73,73,complete,complete,complete,
2022-08,2022-09,2023-08,validation,quintile,18,12,no_skip,219,9,17,9,0.9411764705882353,44,43,complete,complete,complete,
2022-08,2022-09,2023-08,validation,decile,18,12,no_skip,219,9,17,9,0.9411764705882353,22,21,complete,complete,complete,
2022-08,2022-09,2024-02,validation,tertile,18,18,no_skip,219,9,17,9,0.9411764705882353,73,73,complete,complete,complete,
2022-08,2022-09,2024-02,validation,quintile,18,18,no_skip,219,9,17,9,0.9411764705882353,44,43,complete,complete,complete,
2022-08,2022-09,2024-02,validation,decile,18,18,no_skip,219,9,17,9,0.9411764705882353,22,21,complete,complete,complete,
2022-08,2022-09,2024-08,validation,tertile,18,24,no_skip,219,9,17,9,0.9411764705882353,73,73,complete,complete,complete,
2022-08,2022-09,2024-08,validation,quintile,18,24,no_skip,219,9,17,9,0.9411764705882353,44,43,complete,complete,complete,
2022-08,2022-09,2024-08,validation,decile,18,24,no_skip,219,9,17,9,0.9411764705882353,22,21,complete,complete,complete,
2022-08,2022-09,2025-02,validation,tertile,18,30,no_skip,219,9,17,9,0.9411764705882353,73,73,complete,complete,complete,
2022-08,2022-09,2025-02,validation,quintile,18,30,no_skip,219,9,17,9,0.9411764705882353,44,43,complete,complete,complete,
2022-08,2022-09,2025-02,validation,decile,18,30,no_skip,219,9,17,9,0.9411764705882353,22,21,complete,complete,complete,
2022-08,2022-09,2025-08,validation,tertile,18,36,no_skip,219,9,17,9,0.9411764705882353,73,73,complete,complete,complete,
2022-08,2022-09,2025-08,validation,quintile,18,36,no_skip,219,9,17,9,0.9411764705882353,44,43,complete,complete,complete,
2022-08,2022-09,2025-08,validation,decile,18,36,no_skip,219,9,17,9,0.9411764705882353,22,21,complete,complete,complete,
2022-08,2022-09,2026-02,validation,tertile,18,42,no_skip,219,9,17,9,0.9411764705882353,73,73,complete,complete,complete,
2022-08,2022-09,2026-02,validation,quintile,18,42,no_skip,219,9,17,9,0.9411764705882353,44,43,complete,complete,complete,
2022-08,2022-09,2026-02,validation,decile,18,42,no_skip,219,9,17,9,0.9411764705882353,22,21,complete,complete,complete,
2022-08,2022-09,,validation,tertile,18,48,no_skip,219,9,17,9,0.9411764705882353,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2022-08,2022-09,,validation,quintile,18,48,no_skip,219,9,17,9,0.9411764705882353,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2022-08,2022-09,,validation,decile,18,48,no_skip,219,9,17,9,0.9411764705882353,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2022-08,2022-10,2024-03,validation,tertile,18,18,skip1,219,9,17,9,0.9411764705882353,73,73,complete,complete,complete,
2022-08,2022-10,2024-03,validation,quintile,18,18,skip1,219,9,17,9,0.9411764705882353,44,43,complete,complete,complete,
2022-08,2022-10,2024-03,validation,decile,18,18,skip1,219,9,17,9,0.9411764705882353,22,21,complete,complete,complete,
2022-08,2022-09,2022-09,validation,tertile,24,1,no_skip,217,11,23,12,0.9565217391304348,73,72,complete,complete,complete,
2022-08,2022-09,2022-09,validation,quintile,24,1,no_skip,217,11,23,12,0.9565217391304348,44,43,complete,complete,complete,
2022-08,2022-09,2022-09,validation,decile,24,1,no_skip,217,11,23,12,0.9565217391304348,22,21,complete,complete,complete,
2022-08,2022-09,2023-02,validation,tertile,24,6,no_skip,217,11,23,12,0.9565217391304348,73,72,complete,complete,complete,
2022-08,2022-09,2023-02,validation,quintile,24,6,no_skip,217,11,23,12,0.9565217391304348,44,43,complete,complete,complete,
2022-08,2022-09,2023-02,validation,decile,24,6,no_skip,217,11,23,12,0.9565217391304348,22,21,complete,complete,complete,
2022-08,2022-09,2023-08,validation,tertile,24,12,no_skip,217,11,23,12,0.9565217391304348,73,72,complete,complete,complete,
2022-08,2022-09,2023-08,validation,quintile,24,12,no_skip,217,11,23,12,0.9565217391304348,44,43,complete,complete,complete,
2022-08,2022-09,2023-08,validation,decile,24,12,no_skip,217,11,23,12,0.9565217391304348,22,21,complete,complete,complete,
2022-08,2022-09,2024-02,validation,tertile,24,18,no_skip,217,11,23,12,0.9565217391304348,73,72,complete,complete,complete,
2022-08,2022-09,2024-02,validation,quintile,24,18,no_skip,217,11,23,12,0.9565217391304348,44,43,complete,complete,complete,
2022-08,2022-09,2024-02,validation,decile,24,18,no_skip,217,11,23,12,0.9565217391304348,22,21,complete,complete,complete,
2022-08,2022-09,2024-08,validation,tertile,24,24,no_skip,217,11,23,12,0.9565217391304348,73,72,complete,complete,complete,
2022-08,2022-09,2024-08,validation,quintile,24,24,no_skip,217,11,23,12,0.9565217391304348,44,43,complete,complete,complete,
2022-08,2022-09,2024-08,validation,decile,24,24,no_skip,217,11,23,12,0.9565217391304348,22,21,complete,complete,complete,
2022-08,2022-09,2025-02,validation,tertile,24,30,no_skip,217,11,23,12,0.9565217391304348,73,72,complete,complete,complete,
2022-08,2022-09,2025-02,validation,quintile,24,30,no_skip,217,11,23,12,0.9565217391304348,44,43,complete,complete,complete,
2022-08,2022-09,2025-02,validation,decile,24,30,no_skip,217,11,23,12,0.9565217391304348,22,21,complete,complete,complete,
2022-08,2022-09,2025-08,validation,tertile,24,36,no_skip,217,11,23,12,0.9565217391304348,73,72,complete,complete,complete,
2022-08,2022-09,2025-08,validation,quintile,24,36,no_skip,217,11,23,12,0.9565217391304348,44,43,complete,complete,complete,
2022-08,2022-09,2025-08,validation,decile,24,36,no_skip,217,11,23,12,0.9565217391304348,22,21,complete,complete,complete,
2022-08,2022-09,2026-02,validation,tertile,24,42,no_skip,217,11,23,12,0.9565217391304348,73,72,complete,complete,complete,
2022-08,2022-09,2026-02,validation,quintile,24,42,no_skip,217,11,23,12,0.9565217391304348,44,43,complete,complete,complete,
2022-08,2022-09,2026-02,validation,decile,24,42,no_skip,217,11,23,12,0.9565217391304348,22,21,complete,complete,complete,
2022-08,2022-09,,validation,tertile,24,48,no_skip,217,11,23,12,0.9565217391304348,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2022-08,2022-09,,validation,quintile,24,48,no_skip,217,11,23,12,0.9565217391304348,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2022-08,2022-09,,validation,decile,24,48,no_skip,217,11,23,12,0.9565217391304348,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2022-08,2022-10,2024-09,validation,tertile,24,24,skip1,217,11,23,12,0.9565217391304348,73,72,complete,complete,complete,
2022-08,2022-10,2024-09,validation,quintile,24,24,skip1,217,11,23,12,0.9565217391304348,44,43,complete,complete,complete,
2022-08,2022-10,2024-09,validation,decile,24,24,skip1,217,11,23,12,0.9565217391304348,22,21,complete,complete,complete,
2022-08,2022-09,2022-09,validation,tertile,30,1,no_skip,215,12,29,15,0.9310344827586207,72,71,complete,complete,complete,
2022-08,2022-09,2022-09,validation,quintile,30,1,no_skip,215,12,29,15,0.9310344827586207,43,43,complete,complete,complete,
2022-08,2022-09,2022-09,validation,decile,30,1,no_skip,215,12,29,15,0.9310344827586207,22,21,complete,complete,complete,
2022-08,2022-09,2023-02,validation,tertile,30,6,no_skip,215,12,29,15,0.9310344827586207,72,71,complete,complete,complete,
2022-08,2022-09,2023-02,validation,quintile,30,6,no_skip,215,12,29,15,0.9310344827586207,43,43,complete,complete,complete,
2022-08,2022-09,2023-02,validation,decile,30,6,no_skip,215,12,29,15,0.9310344827586207,22,21,complete,complete,complete,
2022-08,2022-09,2023-08,validation,tertile,30,12,no_skip,215,12,29,15,0.9310344827586207,72,71,complete,complete,complete,
2022-08,2022-09,2023-08,validation,quintile,30,12,no_skip,215,12,29,15,0.9310344827586207,43,43,complete,complete,complete,
2022-08,2022-09,2023-08,validation,decile,30,12,no_skip,215,12,29,15,0.9310344827586207,22,21,complete,complete,complete,
2022-08,2022-09,2024-02,validation,tertile,30,18,no_skip,215,12,29,15,0.9310344827586207,72,71,complete,complete,complete,
2022-08,2022-09,2024-02,validation,quintile,30,18,no_skip,215,12,29,15,0.9310344827586207,43,43,complete,complete,complete,
2022-08,2022-09,2024-02,validation,decile,30,18,no_skip,215,12,29,15,0.9310344827586207,22,21,complete,complete,complete,
2022-08,2022-09,2024-08,validation,tertile,30,24,no_skip,215,12,29,15,0.9310344827586207,72,71,complete,complete,complete,
2022-08,2022-09,2024-08,validation,quintile,30,24,no_skip,215,12,29,15,0.9310344827586207,43,43,complete,complete,complete,
2022-08,2022-09,2024-08,validation,decile,30,24,no_skip,215,12,29,15,0.9310344827586207,22,21,complete,complete,complete,
2022-08,2022-09,2025-02,validation,tertile,30,30,no_skip,215,12,29,15,0.9310344827586207,72,71,complete,complete,complete,
2022-08,2022-09,2025-02,validation,quintile,30,30,no_skip,215,12,29,15,0.9310344827586207,43,43,complete,complete,complete,
2022-08,2022-09,2025-02,validation,decile,30,30,no_skip,215,12,29,15,0.9310344827586207,22,21,complete,complete,complete,
2022-08,2022-09,2025-08,validation,tertile,30,36,no_skip,215,12,29,15,0.9310344827586207,72,71,complete,complete,complete,
2022-08,2022-09,2025-08,validation,quintile,30,36,no_skip,215,12,29,15,0.9310344827586207,43,43,complete,complete,complete,
2022-08,2022-09,2025-08,validation,decile,30,36,no_skip,215,12,29,15,0.9310344827586207,22,21,complete,complete,complete,
2022-08,2022-09,2026-02,validation,tertile,30,42,no_skip,215,12,29,15,0.9310344827586207,72,71,complete,complete,complete,
2022-08,2022-09,2026-02,validation,quintile,30,42,no_skip,215,12,29,15,0.9310344827586207,43,43,complete,complete,complete,
2022-08,2022-09,2026-02,validation,decile,30,42,no_skip,215,12,29,15,0.9310344827586207,22,21,complete,complete,complete,
2022-08,2022-09,,validation,tertile,30,48,no_skip,215,12,29,15,0.9310344827586207,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2022-08,2022-09,,validation,quintile,30,48,no_skip,215,12,29,15,0.9310344827586207,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2022-08,2022-09,,validation,decile,30,48,no_skip,215,12,29,15,0.9310344827586207,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2022-08,2022-10,2025-03,validation,tertile,30,30,skip1,215,12,29,15,0.9310344827586207,72,71,complete,complete,complete,
2022-08,2022-10,2025-03,validation,quintile,30,30,skip1,215,12,29,15,0.9310344827586207,43,43,complete,complete,complete,
2022-08,2022-10,2025-03,validation,decile,30,30,skip1,215,12,29,15,0.9310344827586207,22,21,complete,complete,complete,
2022-08,2022-09,2022-09,validation,tertile,36,1,no_skip,211,17,35,18,0.5428571428571428,71,70,complete,complete,complete,
2022-08,2022-09,2022-09,validation,quintile,36,1,no_skip,211,17,35,18,0.5428571428571428,43,42,complete,complete,complete,
2022-08,2022-09,2022-09,validation,decile,36,1,no_skip,211,17,35,18,0.5428571428571428,22,21,complete,complete,complete,
2022-08,2022-09,2023-02,validation,tertile,36,6,no_skip,211,17,35,18,0.5428571428571428,71,70,complete,complete,complete,
2022-08,2022-09,2023-02,validation,quintile,36,6,no_skip,211,17,35,18,0.5428571428571428,43,42,complete,complete,complete,
2022-08,2022-09,2023-02,validation,decile,36,6,no_skip,211,17,35,18,0.5428571428571428,22,21,complete,complete,complete,
2022-08,2022-09,2023-08,validation,tertile,36,12,no_skip,211,17,35,18,0.5428571428571428,71,70,complete,complete,complete,
2022-08,2022-09,2023-08,validation,quintile,36,12,no_skip,211,17,35,18,0.5428571428571428,43,42,complete,complete,complete,
2022-08,2022-09,2023-08,validation,decile,36,12,no_skip,211,17,35,18,0.5428571428571428,22,21,complete,complete,complete,
2022-08,2022-09,2024-02,validation,tertile,36,18,no_skip,211,17,35,18,0.5428571428571428,71,70,complete,complete,complete,
2022-08,2022-09,2024-02,validation,quintile,36,18,no_skip,211,17,35,18,0.5428571428571428,43,42,complete,complete,complete,
2022-08,2022-09,2024-02,validation,decile,36,18,no_skip,211,17,35,18,0.5428571428571428,22,21,complete,complete,complete,
2022-08,2022-09,2024-08,validation,tertile,36,24,no_skip,211,17,35,18,0.5428571428571428,71,70,complete,complete,complete,
2022-08,2022-09,2024-08,validation,quintile,36,24,no_skip,211,17,35,18,0.5428571428571428,43,42,complete,complete,complete,
2022-08,2022-09,2024-08,validation,decile,36,24,no_skip,211,17,35,18,0.5428571428571428,22,21,complete,complete,complete,
2022-08,2022-09,2025-02,validation,tertile,36,30,no_skip,211,17,35,18,0.5428571428571428,71,70,complete,complete,complete,
2022-08,2022-09,2025-02,validation,quintile,36,30,no_skip,211,17,35,18,0.5428571428571428,43,42,complete,complete,complete,
2022-08,2022-09,2025-02,validation,decile,36,30,no_skip,211,17,35,18,0.5428571428571428,22,21,complete,complete,complete,
2022-08,2022-09,2025-08,validation,tertile,36,36,no_skip,211,17,35,18,0.5428571428571428,71,70,complete,complete,complete,
2022-08,2022-09,2025-08,validation,quintile,36,36,no_skip,211,17,35,18,0.5428571428571428,43,42,complete,complete,complete,
2022-08,2022-09,2025-08,validation,decile,36,36,no_skip,211,17,35,18,0.5428571428571428,22,21,complete,complete,complete,
2022-08,2022-09,2026-02,validation,tertile,36,42,no_skip,211,17,35,18,0.5428571428571428,71,70,complete,complete,complete,
2022-08,2022-09,2026-02,validation,quintile,36,42,no_skip,211,17,35,18,0.5428571428571428,43,42,complete,complete,complete,
2022-08,2022-09,2026-02,validation,decile,36,42,no_skip,211,17,35,18,0.5428571428571428,22,21,complete,complete,complete,
2022-08,2022-09,,validation,tertile,36,48,no_skip,211,17,35,18,0.5428571428571428,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2022-08,2022-09,,validation,quintile,36,48,no_skip,211,17,35,18,0.5428571428571428,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2022-08,2022-09,,validation,decile,36,48,no_skip,211,17,35,18,0.5428571428571428,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2022-08,2022-10,2025-09,validation,tertile,36,36,skip1,211,17,35,18,0.5428571428571428,71,70,complete,complete,complete,
2022-08,2022-10,2025-09,validation,quintile,36,36,skip1,211,17,35,18,0.5428571428571428,43,42,complete,complete,complete,
2022-08,2022-10,2025-09,validation,decile,36,36,skip1,211,17,35,18,0.5428571428571428,22,21,complete,complete,complete,
2022-08,2022-09,2022-09,validation,tertile,42,1,no_skip,207,21,41,21,0.6097560975609756,69,69,complete,complete,complete,
2022-08,2022-09,2022-09,validation,quintile,42,1,no_skip,207,21,41,21,0.6097560975609756,42,41,complete,complete,complete,
2022-08,2022-09,2022-09,validation,decile,42,1,no_skip,207,21,41,21,0.6097560975609756,21,20,complete,complete,complete,
2022-08,2022-09,2023-02,validation,tertile,42,6,no_skip,207,21,41,21,0.6097560975609756,69,69,complete,complete,complete,
2022-08,2022-09,2023-02,validation,quintile,42,6,no_skip,207,21,41,21,0.6097560975609756,42,41,complete,complete,complete,
2022-08,2022-09,2023-02,validation,decile,42,6,no_skip,207,21,41,21,0.6097560975609756,21,20,complete,complete,complete,
2022-08,2022-09,2023-08,validation,tertile,42,12,no_skip,207,21,41,21,0.6097560975609756,69,69,complete,complete,complete,
2022-08,2022-09,2023-08,validation,quintile,42,12,no_skip,207,21,41,21,0.6097560975609756,42,41,complete,complete,complete,
2022-08,2022-09,2023-08,validation,decile,42,12,no_skip,207,21,41,21,0.6097560975609756,21,20,complete,complete,complete,
2022-08,2022-09,2024-02,validation,tertile,42,18,no_skip,207,21,41,21,0.6097560975609756,69,69,complete,complete,complete,
2022-08,2022-09,2024-02,validation,quintile,42,18,no_skip,207,21,41,21,0.6097560975609756,42,41,complete,complete,complete,
2022-08,2022-09,2024-02,validation,decile,42,18,no_skip,207,21,41,21,0.6097560975609756,21,20,complete,complete,complete,
2022-08,2022-09,2024-08,validation,tertile,42,24,no_skip,207,21,41,21,0.6097560975609756,69,69,complete,complete,complete,
2022-08,2022-09,2024-08,validation,quintile,42,24,no_skip,207,21,41,21,0.6097560975609756,42,41,complete,complete,complete,
2022-08,2022-09,2024-08,validation,decile,42,24,no_skip,207,21,41,21,0.6097560975609756,21,20,complete,complete,complete,
2022-08,2022-09,2025-02,validation,tertile,42,30,no_skip,207,21,41,21,0.6097560975609756,69,69,complete,complete,complete,
2022-08,2022-09,2025-02,validation,quintile,42,30,no_skip,207,21,41,21,0.6097560975609756,42,41,complete,complete,complete,
2022-08,2022-09,2025-02,validation,decile,42,30,no_skip,207,21,41,21,0.6097560975609756,21,20,complete,complete,complete,
2022-08,2022-09,2025-08,validation,tertile,42,36,no_skip,207,21,41,21,0.6097560975609756,69,69,complete,complete,complete,
2022-08,2022-09,2025-08,validation,quintile,42,36,no_skip,207,21,41,21,0.6097560975609756,42,41,complete,complete,complete,
2022-08,2022-09,2025-08,validation,decile,42,36,no_skip,207,21,41,21,0.6097560975609756,21,20,complete,complete,complete,
2022-08,2022-09,2026-02,validation,tertile,42,42,no_skip,207,21,41,21,0.6097560975609756,69,69,complete,complete,complete,
2022-08,2022-09,2026-02,validation,quintile,42,42,no_skip,207,21,41,21,0.6097560975609756,42,41,complete,complete,complete,
2022-08,2022-09,2026-02,validation,decile,42,42,no_skip,207,21,41,21,0.6097560975609756,21,20,complete,complete,complete,
2022-08,2022-09,,validation,tertile,42,48,no_skip,207,21,41,21,0.6097560975609756,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2022-08,2022-09,,validation,quintile,42,48,no_skip,207,21,41,21,0.6097560975609756,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2022-08,2022-09,,validation,decile,42,48,no_skip,207,21,41,21,0.6097560975609756,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2022-08,2022-10,2026-03,validation,tertile,42,42,skip1,207,21,41,21,0.6097560975609756,69,69,complete,complete,complete,
2022-08,2022-10,2026-03,validation,quintile,42,42,skip1,207,21,41,21,0.6097560975609756,42,41,complete,complete,complete,
2022-08,2022-10,2026-03,validation,decile,42,42,skip1,207,21,41,21,0.6097560975609756,21,20,complete,complete,complete,
2022-08,2022-09,2022-09,validation,tertile,48,1,no_skip,201,27,47,24,0.6595744680851063,67,67,complete,complete,complete,
2022-08,2022-09,2022-09,validation,quintile,48,1,no_skip,201,27,47,24,0.6595744680851063,41,40,complete,complete,complete,
2022-08,2022-09,2022-09,validation,decile,48,1,no_skip,201,27,47,24,0.6595744680851063,21,20,complete,complete,complete,
2022-08,2022-09,2023-02,validation,tertile,48,6,no_skip,201,27,47,24,0.6595744680851063,67,67,complete,complete,complete,
2022-08,2022-09,2023-02,validation,quintile,48,6,no_skip,201,27,47,24,0.6595744680851063,41,40,complete,complete,complete,
2022-08,2022-09,2023-02,validation,decile,48,6,no_skip,201,27,47,24,0.6595744680851063,21,20,complete,complete,complete,
2022-08,2022-09,2023-08,validation,tertile,48,12,no_skip,201,27,47,24,0.6595744680851063,67,67,complete,complete,complete,
2022-08,2022-09,2023-08,validation,quintile,48,12,no_skip,201,27,47,24,0.6595744680851063,41,40,complete,complete,complete,
2022-08,2022-09,2023-08,validation,decile,48,12,no_skip,201,27,47,24,0.6595744680851063,21,20,complete,complete,complete,
2022-08,2022-09,2024-02,validation,tertile,48,18,no_skip,201,27,47,24,0.6595744680851063,67,67,complete,complete,complete,
2022-08,2022-09,2024-02,validation,quintile,48,18,no_skip,201,27,47,24,0.6595744680851063,41,40,complete,complete,complete,
2022-08,2022-09,2024-02,validation,decile,48,18,no_skip,201,27,47,24,0.6595744680851063,21,20,complete,complete,complete,
2022-08,2022-09,2024-08,validation,tertile,48,24,no_skip,201,27,47,24,0.6595744680851063,67,67,complete,complete,complete,
2022-08,2022-09,2024-08,validation,quintile,48,24,no_skip,201,27,47,24,0.6595744680851063,41,40,complete,complete,complete,
2022-08,2022-09,2024-08,validation,decile,48,24,no_skip,201,27,47,24,0.6595744680851063,21,20,complete,complete,complete,
2022-08,2022-09,2025-02,validation,tertile,48,30,no_skip,201,27,47,24,0.6595744680851063,67,67,complete,complete,complete,
2022-08,2022-09,2025-02,validation,quintile,48,30,no_skip,201,27,47,24,0.6595744680851063,41,40,complete,complete,complete,
2022-08,2022-09,2025-02,validation,decile,48,30,no_skip,201,27,47,24,0.6595744680851063,21,20,complete,complete,complete,
2022-08,2022-09,2025-08,validation,tertile,48,36,no_skip,201,27,47,24,0.6595744680851063,67,67,complete,complete,complete,
2022-08,2022-09,2025-08,validation,quintile,48,36,no_skip,201,27,47,24,0.6595744680851063,41,40,complete,complete,complete,
2022-08,2022-09,2025-08,validation,decile,48,36,no_skip,201,27,47,24,0.6595744680851063,21,20,complete,complete,complete,
2022-08,2022-09,2026-02,validation,tertile,48,42,no_skip,201,27,47,24,0.6595744680851063,67,67,complete,complete,complete,
2022-08,2022-09,2026-02,validation,quintile,48,42,no_skip,201,27,47,24,0.6595744680851063,41,40,complete,complete,complete,
2022-08,2022-09,2026-02,validation,decile,48,42,no_skip,201,27,47,24,0.6595744680851063,21,20,complete,complete,complete,
2022-08,2022-09,,validation,tertile,48,48,no_skip,201,27,47,24,0.6595744680851063,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2022-08,2022-09,,validation,quintile,48,48,no_skip,201,27,47,24,0.6595744680851063,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2022-08,2022-09,,validation,decile,48,48,no_skip,201,27,47,24,0.6595744680851063,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2022-08,2022-10,,validation,tertile,48,48,skip1,201,27,47,24,0.6595744680851063,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2022-08,2022-10,,validation,quintile,48,48,skip1,201,27,47,24,0.6595744680851063,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2022-08,2022-10,,validation,decile,48,48,skip1,201,27,47,24,0.6595744680851063,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
