baseline_id,baseline_scope_type,baseline_scope_key,baseline_denominator_unit,baseline_denominator_definition,baseline_join_key,research_start,research_end,target_definition_version,label_reference_date_rule,stratum_family,stratum_variant,candidate_declared_stratum_role,candidate_declared_lifecycle_stage,candidate_market_regime,candidate_industry_regime,eligible_launch_stratum_event_count,eligible_launch_episode_count,launch_episode_count,distinct_instrument_count,distinct_year_count,distinct_industry_count,future_20pct_high_60d_rate,future_50pct_high_120d_rate,future_50pct_close_120d_rate,future_100pct_high_240d_rate,future_100pct_close_240d_rate,launch_big_winner_primary_rate,launch_false_positive_primary_rate,median_future_max_high_gain_120d,median_future_max_drawdown_60d,median_drawdown_before_50pct_gain,median_time_to_20pct_high_days,median_time_to_50pct_high_days,winner_episode_coverage,winner_episode_covered_count,label_horizon_truncated_rate,observed_reference_overlap_rate,instrument_year_success_rate,positive_unique_instrument_year_count,unique_instrument_year_count,top1_instrument_contribution,top5_instrument_contribution
repair_reclaim_ema20_quality__same_market_regime_baseline__market_drawdown,same_market_regime_baseline,market_drawdown,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_market_regime_baseline|market_drawdown|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,repair_quality_watchlist,repair_reclaim_ema20_quality,watchlist_observation_context,watchlist,market_drawdown,ALL,10969,1823,1823,269,7,28,0.30358282432309236,0.14668611541617285,0.13027623302033003,0.0540614458929711,0.0495031452274592,0.14668611541617285,0.35117148327103653,0.18398943069333984,-0.09448819415007159,-0.15374220169576236,64.0,107.0,0.1067427174577307,524,0.0,0.0,0.2770961145194274,271,978,0.008934269304403318,0.041480536056158264
repair_reclaim_ema20_quality__same_industry_regime_baseline__industry_lagging,same_industry_regime_baseline,industry_lagging,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_industry_regime_baseline|industry_lagging|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,repair_quality_watchlist,repair_reclaim_ema20_quality,watchlist_observation_context,watchlist,ALL,industry_lagging,14877,2581,2581,275,8,27,0.3016065066881764,0.11897559991933858,0.10775021845802245,0.06318478187806681,0.0582106607514956,0.11897559991933858,0.34704577535793507,0.16686086862906224,-0.09387755697839006,-0.1728395686754971,58.0,117.0,0.11692809126094927,574,0.0,0.0,0.24165341812400637,304,1258,0.009141628016401155,0.04234724742891712
repair_higher_low_reclaim__all_launch_episode_baseline__ALL,all_launch_episode_baseline,ALL,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,all_launch_episode_baseline|ALL|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,repair_quality_watchlist,repair_higher_low_reclaim,watchlist_observation_context,watchlist,ALL,ALL,29188,3764,3764,280,8,28,0.30755790050705767,0.14070851034671783,0.12518843360285048,0.07222146087433191,0.06783609702617514,0.14070851034671783,0.3637796354666301,0.1719298336607895,-0.09932662671581105,-0.1729222460129447,57.0,105.0,0.25687512731717255,1261,0.0,0.0,0.33856022808268,475,1403,0.007503083458955735,0.036144991092229684
repair_higher_low_reclaim__same_launch_family_baseline__repair_quality_watchlist,same_launch_family_baseline,repair_quality_watchlist,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_launch_family_baseline|repair_quality_watchlist|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,repair_quality_watchlist,repair_higher_low_reclaim,watchlist_observation_context,watchlist,ALL,ALL,3660,3208,3208,268,8,28,0.25081967213114753,0.10765027322404372,0.09480874316939891,0.053005464480874315,0.049453551912568304,0.10765027322404372,0.31420765027322406,0.15107869338524615,-0.08283896797844248,-0.1535094033818139,72.0,119.5,0.07068649419433694,347,0.0,0.0,0.23354735152487963,291,1246,0.010109289617486339,0.045081967213114756
repair_higher_low_reclaim__same_lifecycle_pool_baseline__watchlist,same_lifecycle_pool_baseline,watchlist,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_lifecycle_pool_baseline|watchlist|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,repair_quality_watchlist,repair_higher_low_reclaim,watchlist_observation_context,watchlist,ALL,ALL,15736,3739,3739,280,8,28,0.27955007625826134,0.12258515505846466,0.10892221657346213,0.060498220640569395,0.05624046771733605,0.12258515505846466,0.3391586171835282,0.162314694754899,-0.09115961013360357,-0.16246305239314002,62.0,112.0,0.17091057241800775,839,0.0,0.0,0.31457431457431456,436,1386,0.00788002033553635,0.037366548042704624
repair_higher_low_reclaim__same_market_regime_baseline__market_trend_on,same_market_regime_baseline,market_trend_on,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_market_regime_baseline|market_trend_on|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,repair_quality_watchlist,repair_higher_low_reclaim,watchlist_observation_context,watchlist,market_trend_on,ALL,10402,1850,1850,273,7,28,0.34877908094597193,0.16525668140742164,0.14602960969044415,0.09834647183233994,0.09200153816573736,0.16525668140742164,0.36281484329936553,0.18640106706242832,-0.10263154509985506,-0.17869819954185262,47.0,102.0,0.12446526787533102,611,0.0,0.0,0.23249783923941228,269,1157,0.008267640838300326,0.04076139203999231
repair_higher_low_reclaim__same_industry_regime_baseline__industry_lagging,same_industry_regime_baseline,industry_lagging,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_industry_regime_baseline|industry_lagging|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,repair_quality_watchlist,repair_higher_low_reclaim,watchlist_observation_context,watchlist,ALL,industry_lagging,14877,2581,2581,275,8,27,0.3016065066881764,0.11897559991933858,0.10775021845802245,0.06318478187806681,0.0582106607514956,0.11897559991933858,0.34704577535793507,0.16686086862906224,-0.09387755697839006,-0.1728395686754971,58.0,117.0,0.11692809126094927,574,0.0,0.0,0.24165341812400637,304,1258,0.009141628016401155,0.04234724742891712
money_price_upper_keep__all_launch_episode_baseline__ALL,all_launch_episode_baseline,ALL,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,all_launch_episode_baseline|ALL|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,money_price_keep_context,money_price_upper_keep,watchlist_observation_context,watchlist,ALL,ALL,29188,3764,3764,280,8,28,0.30755790050705767,0.14070851034671783,0.12518843360285048,0.07222146087433191,0.06783609702617514,0.14070851034671783,0.3637796354666301,0.1719298336607895,-0.09932662671581105,-0.1729222460129447,57.0,105.0,0.25687512731717255,1261,0.0,0.0,0.33856022808268,475,1403,0.007503083458955735,0.036144991092229684
money_price_upper_keep__same_launch_family_baseline__money_price_keep_context,same_launch_family_baseline,money_price_keep_context,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_launch_family_baseline|money_price_keep_context|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,money_price_keep_context,money_price_upper_keep,watchlist_observation_context,watchlist,ALL,ALL,6451,3274,3274,280,8,28,0.2776313749806232,0.12091148659122616,0.10820027902650751,0.05906061075802201,0.05456518369245078,0.12091148659122616,0.3242908076267245,0.16124999523162842,-0.08712121588413146,-0.15603646873736854,63.0,112.0,0.08290894275819922,407,0.0,0.0,0.2623951182303585,344,1311,0.008525809951945434,0.040923887769338085
money_price_upper_keep__same_lifecycle_pool_baseline__watchlist,same_lifecycle_pool_baseline,watchlist,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_lifecycle_pool_baseline|watchlist|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,money_price_keep_context,money_price_upper_keep,watchlist_observation_context,watchlist,ALL,ALL,15736,3739,3739,280,8,28,0.27955007625826134,0.12258515505846466,0.10892221657346213,0.060498220640569395,0.05624046771733605,0.12258515505846466,0.3391586171835282,0.162314694754899,-0.09115961013360357,-0.16246305239314002,62.0,112.0,0.17091057241800775,839,0.0,0.0,0.31457431457431456,436,1386,0.00788002033553635,0.037366548042704624
money_price_upper_keep__same_market_regime_baseline__market_trend_on,same_market_regime_baseline,market_trend_on,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_market_regime_baseline|market_trend_on|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,money_price_keep_context,money_price_upper_keep,watchlist_observation_context,watchlist,market_trend_on,ALL,10402,1850,1850,273,7,28,0.34877908094597193,0.16525668140742164,0.14602960969044415,0.09834647183233994,0.09200153816573736,0.16525668140742164,0.36281484329936553,0.18640106706242832,-0.10263154509985506,-0.17869819954185262,47.0,102.0,0.12446526787533102,611,0.0,0.0,0.23249783923941228,269,1157,0.008267640838300326,0.04076139203999231
money_price_upper_keep__same_industry_regime_baseline__industry_lagging,same_industry_regime_baseline,industry_lagging,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_industry_regime_baseline|industry_lagging|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,money_price_keep_context,money_price_upper_keep,watchlist_observation_context,watchlist,ALL,industry_lagging,14877,2581,2581,275,8,27,0.3016065066881764,0.11897559991933858,0.10775021845802245,0.06318478187806681,0.0582106607514956,0.11897559991933858,0.34704577535793507,0.16686086862906224,-0.09387755697839006,-0.1728395686754971,58.0,117.0,0.11692809126094927,574,0.0,0.0,0.24165341812400637,304,1258,0.009141628016401155,0.04234724742891712
money_expansion_no_distribution__all_launch_episode_baseline__ALL,all_launch_episode_baseline,ALL,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,all_launch_episode_baseline|ALL|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,money_price_keep_context,money_expansion_no_distribution,watchlist_observation_context,watchlist,ALL,ALL,29188,3764,3764,280,8,28,0.30755790050705767,0.14070851034671783,0.12518843360285048,0.07222146087433191,0.06783609702617514,0.14070851034671783,0.3637796354666301,0.1719298336607895,-0.09932662671581105,-0.1729222460129447,57.0,105.0,0.25687512731717255,1261,0.0,0.0,0.33856022808268,475,1403,0.007503083458955735,0.036144991092229684
money_expansion_no_distribution__same_launch_family_baseline__money_price_keep_context,same_launch_family_baseline,money_price_keep_context,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_launch_family_baseline|money_price_keep_context|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,money_price_keep_context,money_expansion_no_distribution,watchlist_observation_context,watchlist,ALL,ALL,6451,3274,3274,280,8,28,0.2776313749806232,0.12091148659122616,0.10820027902650751,0.05906061075802201,0.05456518369245078,0.12091148659122616,0.3242908076267245,0.16124999523162842,-0.08712121588413146,-0.15603646873736854,63.0,112.0,0.08290894275819922,407,0.0,0.0,0.2623951182303585,344,1311,0.008525809951945434,0.040923887769338085
money_expansion_no_distribution__same_lifecycle_pool_baseline__watchlist,same_lifecycle_pool_baseline,watchlist,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_lifecycle_pool_baseline|watchlist|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,money_price_keep_context,money_expansion_no_distribution,watchlist_observation_context,watchlist,ALL,ALL,15736,3739,3739,280,8,28,0.27955007625826134,0.12258515505846466,0.10892221657346213,0.060498220640569395,0.05624046771733605,0.12258515505846466,0.3391586171835282,0.162314694754899,-0.09115961013360357,-0.16246305239314002,62.0,112.0,0.17091057241800775,839,0.0,0.0,0.31457431457431456,436,1386,0.00788002033553635,0.037366548042704624
money_expansion_no_distribution__same_market_regime_baseline__market_drawdown,same_market_regime_baseline,market_drawdown,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_market_regime_baseline|market_drawdown|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,money_price_keep_context,money_expansion_no_distribution,watchlist_observation_context,watchlist,market_drawdown,ALL,10969,1823,1823,269,7,28,0.30358282432309236,0.14668611541617285,0.13027623302033003,0.0540614458929711,0.0495031452274592,0.14668611541617285,0.35117148327103653,0.18398943069333984,-0.09448819415007159,-0.15374220169576236,64.0,107.0,0.1067427174577307,524,0.0,0.0,0.2770961145194274,271,978,0.008934269304403318,0.041480536056158264
money_expansion_no_distribution__same_industry_regime_baseline__industry_lagging,same_industry_regime_baseline,industry_lagging,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_industry_regime_baseline|industry_lagging|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,money_price_keep_context,money_expansion_no_distribution,watchlist_observation_context,watchlist,ALL,industry_lagging,14877,2581,2581,275,8,27,0.3016065066881764,0.11897559991933858,0.10775021845802245,0.06318478187806681,0.0582106607514956,0.11897559991933858,0.34704577535793507,0.16686086862906224,-0.09387755697839006,-0.1728395686754971,58.0,117.0,0.11692809126094927,574,0.0,0.0,0.24165341812400637,304,1258,0.009141628016401155,0.04234724742891712
industry_breadth_confirmed_launch__all_launch_episode_baseline__ALL,all_launch_episode_baseline,ALL,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,all_launch_episode_baseline|ALL|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,industry_breadth_coherence,industry_breadth_confirmed_launch,launch_observation_context,pre_20_launch,ALL,ALL,29188,3764,3764,280,8,28,0.30755790050705767,0.14070851034671783,0.12518843360285048,0.07222146087433191,0.06783609702617514,0.14070851034671783,0.3637796354666301,0.1719298336607895,-0.09932662671581105,-0.1729222460129447,57.0,105.0,0.25687512731717255,1261,0.0,0.0,0.33856022808268,475,1403,0.007503083458955735,0.036144991092229684
industry_breadth_confirmed_launch__same_launch_family_baseline__industry_breadth_coherence,same_launch_family_baseline,industry_breadth_coherence,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_launch_family_baseline|industry_breadth_coherence|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,industry_breadth_coherence,industry_breadth_confirmed_launch,launch_observation_context,pre_20_launch,ALL,ALL,2273,2273,2273,279,8,27,0.2965244170699516,0.13462384513858336,0.11526616805983282,0.06775186977562693,0.06467223933128025,0.13462384513858336,0.3501979762428509,0.16653864175939104,-0.09492064841965353,-0.16437367044096562,60.0,110.0,0.0609085353432471,299,0.0,0.0,0.22113022113022113,270,1221,0.008798944126704795,0.040475142982842056
industry_breadth_confirmed_launch__same_lifecycle_pool_baseline__pre_20_launch,same_lifecycle_pool_baseline,pre_20_launch,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_lifecycle_pool_baseline|pre_20_launch|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,industry_breadth_coherence,industry_breadth_confirmed_launch,launch_observation_context,pre_20_launch,ALL,ALL,7568,2673,2673,280,8,28,0.32016384778012685,0.14904862579281183,0.13292811839323468,0.07954545454545454,0.0753171247357294,0.14904862579281183,0.37196088794926,0.17647059815718769,-0.10272871019682195,-0.1747536367482111,54.0,103.0,0.13363210429822775,656,0.0,0.0,0.2617960426179604,344,1314,0.007928118393234672,0.0376585623678647
industry_breadth_confirmed_launch__same_market_regime_baseline__market_drawdown,same_market_regime_baseline,market_drawdown,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_market_regime_baseline|market_drawdown|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,industry_breadth_coherence,industry_breadth_confirmed_launch,launch_observation_context,pre_20_launch,market_drawdown,ALL,10969,1823,1823,269,7,28,0.30358282432309236,0.14668611541617285,0.13027623302033003,0.0540614458929711,0.0495031452274592,0.14668611541617285,0.35117148327103653,0.18398943069333984,-0.09448819415007159,-0.15374220169576236,64.0,107.0,0.1067427174577307,524,0.0,0.0,0.2770961145194274,271,978,0.008934269304403318,0.041480536056158264
industry_breadth_confirmed_launch__same_industry_regime_baseline__industry_lagging,same_industry_regime_baseline,industry_lagging,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_industry_regime_baseline|industry_lagging|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,industry_breadth_coherence,industry_breadth_confirmed_launch,launch_observation_context,pre_20_launch,ALL,industry_lagging,14877,2581,2581,275,8,27,0.3016065066881764,0.11897559991933858,0.10775021845802245,0.06318478187806681,0.0582106607514956,0.11897559991933858,0.34704577535793507,0.16686086862906224,-0.09387755697839006,-0.1728395686754971,58.0,117.0,0.11692809126094927,574,0.0,0.0,0.24165341812400637,304,1258,0.009141628016401155,0.04234724742891712
weak_market_industry_leader__all_launch_episode_baseline__ALL,all_launch_episode_baseline,ALL,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,all_launch_episode_baseline|ALL|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,industry_breadth_coherence,weak_market_industry_leader,launch_observation_context,pre_20_launch,ALL,ALL,29188,3764,3764,280,8,28,0.30755790050705767,0.14070851034671783,0.12518843360285048,0.07222146087433191,0.06783609702617514,0.14070851034671783,0.3637796354666301,0.1719298336607895,-0.09932662671581105,-0.1729222460129447,57.0,105.0,0.25687512731717255,1261,0.0,0.0,0.33856022808268,475,1403,0.007503083458955735,0.036144991092229684
weak_market_industry_leader__same_launch_family_baseline__industry_breadth_coherence,same_launch_family_baseline,industry_breadth_coherence,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_launch_family_baseline|industry_breadth_coherence|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,industry_breadth_coherence,weak_market_industry_leader,launch_observation_context,pre_20_launch,ALL,ALL,2273,2273,2273,279,8,27,0.2965244170699516,0.13462384513858336,0.11526616805983282,0.06775186977562693,0.06467223933128025,0.13462384513858336,0.3501979762428509,0.16653864175939104,-0.09492064841965353,-0.16437367044096562,60.0,110.0,0.0609085353432471,299,0.0,0.0,0.22113022113022113,270,1221,0.008798944126704795,0.040475142982842056
weak_market_industry_leader__same_lifecycle_pool_baseline__pre_20_launch,same_lifecycle_pool_baseline,pre_20_launch,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_lifecycle_pool_baseline|pre_20_launch|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,industry_breadth_coherence,weak_market_industry_leader,launch_observation_context,pre_20_launch,ALL,ALL,7568,2673,2673,280,8,28,0.32016384778012685,0.14904862579281183,0.13292811839323468,0.07954545454545454,0.0753171247357294,0.14904862579281183,0.37196088794926,0.17647059815718769,-0.10272871019682195,-0.1747536367482111,54.0,103.0,0.13363210429822775,656,0.0,0.0,0.2617960426179604,344,1314,0.007928118393234672,0.0376585623678647
weak_market_industry_leader__same_market_regime_baseline__UNKNOWN,same_market_regime_baseline,UNKNOWN,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_market_regime_baseline|UNKNOWN|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,industry_breadth_coherence,weak_market_industry_leader,launch_observation_context,pre_20_launch,UNKNOWN,ALL,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,0,0,,
weak_market_industry_leader__same_industry_regime_baseline__UNKNOWN,same_industry_regime_baseline,UNKNOWN,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_industry_regime_baseline|UNKNOWN|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,industry_breadth_coherence,weak_market_industry_leader,launch_observation_context,pre_20_launch,ALL,UNKNOWN,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,0,0,,
relative_strength_10d_persistence__all_launch_episode_baseline__ALL,all_launch_episode_baseline,ALL,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,all_launch_episode_baseline|ALL|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,relative_strength_persistence,relative_strength_10d_persistence,launch_observation_context,pre_20_launch,ALL,ALL,29188,3764,3764,280,8,28,0.30755790050705767,0.14070851034671783,0.12518843360285048,0.07222146087433191,0.06783609702617514,0.14070851034671783,0.3637796354666301,0.1719298336607895,-0.09932662671581105,-0.1729222460129447,57.0,105.0,0.25687512731717255,1261,0.0,0.0,0.33856022808268,475,1403,0.007503083458955735,0.036144991092229684
relative_strength_10d_persistence__same_launch_family_baseline__relative_strength_persistence,same_launch_family_baseline,relative_strength_persistence,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_launch_family_baseline|relative_strength_persistence|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,relative_strength_persistence,relative_strength_10d_persistence,launch_observation_context,pre_20_launch,ALL,ALL,4217,2497,2497,280,8,28,0.30377045292862226,0.13730139909888547,0.12354754564856534,0.07208916291202276,0.06805786103865306,0.13730139909888547,0.3606829499644297,0.17118639588458828,-0.0990870803397671,-0.1687979215265034,57.0,107.0,0.0930943165614178,457,0.0,0.0,0.24261275272161742,312,1286,0.00758833293810766,0.03699312307327484
relative_strength_10d_persistence__same_lifecycle_pool_baseline__pre_20_launch,same_lifecycle_pool_baseline,pre_20_launch,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_lifecycle_pool_baseline|pre_20_launch|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,relative_strength_persistence,relative_strength_10d_persistence,launch_observation_context,pre_20_launch,ALL,ALL,7568,2673,2673,280,8,28,0.32016384778012685,0.14904862579281183,0.13292811839323468,0.07954545454545454,0.0753171247357294,0.14904862579281183,0.37196088794926,0.17647059815718769,-0.10272871019682195,-0.1747536367482111,54.0,103.0,0.13363210429822775,656,0.0,0.0,0.2617960426179604,344,1314,0.007928118393234672,0.0376585623678647
relative_strength_10d_persistence__same_market_regime_baseline__market_drawdown,same_market_regime_baseline,market_drawdown,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_market_regime_baseline|market_drawdown|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,relative_strength_persistence,relative_strength_10d_persistence,launch_observation_context,pre_20_launch,market_drawdown,ALL,10969,1823,1823,269,7,28,0.30358282432309236,0.14668611541617285,0.13027623302033003,0.0540614458929711,0.0495031452274592,0.14668611541617285,0.35117148327103653,0.18398943069333984,-0.09448819415007159,-0.15374220169576236,64.0,107.0,0.1067427174577307,524,0.0,0.0,0.2770961145194274,271,978,0.008934269304403318,0.041480536056158264
relative_strength_10d_persistence__same_industry_regime_baseline__industry_lagging,same_industry_regime_baseline,industry_lagging,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_industry_regime_baseline|industry_lagging|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,relative_strength_persistence,relative_strength_10d_persistence,launch_observation_context,pre_20_launch,ALL,industry_lagging,14877,2581,2581,275,8,27,0.3016065066881764,0.11897559991933858,0.10775021845802245,0.06318478187806681,0.0582106607514956,0.11897559991933858,0.34704577535793507,0.16686086862906224,-0.09387755697839006,-0.1728395686754971,58.0,117.0,0.11692809126094927,574,0.0,0.0,0.24165341812400637,304,1258,0.009141628016401155,0.04234724742891712
industry_relative_strength_persistence__all_launch_episode_baseline__ALL,all_launch_episode_baseline,ALL,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,all_launch_episode_baseline|ALL|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,relative_strength_persistence,industry_relative_strength_persistence,launch_observation_context,pre_20_launch,ALL,ALL,29188,3764,3764,280,8,28,0.30755790050705767,0.14070851034671783,0.12518843360285048,0.07222146087433191,0.06783609702617514,0.14070851034671783,0.3637796354666301,0.1719298336607895,-0.09932662671581105,-0.1729222460129447,57.0,105.0,0.25687512731717255,1261,0.0,0.0,0.33856022808268,475,1403,0.007503083458955735,0.036144991092229684
industry_relative_strength_persistence__same_launch_family_baseline__relative_strength_persistence,same_launch_family_baseline,relative_strength_persistence,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_launch_family_baseline|relative_strength_persistence|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,relative_strength_persistence,industry_relative_strength_persistence,launch_observation_context,pre_20_launch,ALL,ALL,4217,2497,2497,280,8,28,0.30377045292862226,0.13730139909888547,0.12354754564856534,0.07208916291202276,0.06805786103865306,0.13730139909888547,0.3606829499644297,0.17118639588458828,-0.0990870803397671,-0.1687979215265034,57.0,107.0,0.0930943165614178,457,0.0,0.0,0.24261275272161742,312,1286,0.00758833293810766,0.03699312307327484
industry_relative_strength_persistence__same_lifecycle_pool_baseline__pre_20_launch,same_lifecycle_pool_baseline,pre_20_launch,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_lifecycle_pool_baseline|pre_20_launch|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,relative_strength_persistence,industry_relative_strength_persistence,launch_observation_context,pre_20_launch,ALL,ALL,7568,2673,2673,280,8,28,0.32016384778012685,0.14904862579281183,0.13292811839323468,0.07954545454545454,0.0753171247357294,0.14904862579281183,0.37196088794926,0.17647059815718769,-0.10272871019682195,-0.1747536367482111,54.0,103.0,0.13363210429822775,656,0.0,0.0,0.2617960426179604,344,1314,0.007928118393234672,0.0376585623678647
