target_industry,model_task,fold_id,fold_role,contract_id,inner_validation_mode,lgbm_training_mode,instrument_gate_profile,count_profile,diagnostic_only,train_event_count_after_purge,train_positive_count_after_purge,train_negative_count_after_purge,train_distinct_instruments,train_distinct_instrument_years,inner_validation_event_count,inner_validation_positive_count,outer_validation_event_count_eligible,outer_validation_positive_count_eligible,outer_validation_distinct_instruments,outer_validation_distinct_instrument_years,required_min_train_event_count_after_purge,required_min_train_positive_count_after_purge,required_min_train_negative_count_after_purge,required_min_inner_validation_event_count,required_min_inner_validation_positive_count,required_min_outer_validation_event_count,required_min_outer_validation_positive_count,required_min_train_distinct_instruments,required_min_train_distinct_instrument_years,required_min_outer_validation_distinct_instruments,required_min_outer_validation_distinct_instrument_years,trainability_count_gate_pass,lgbm_training_success,model_fit_success,model_non_degenerate_sanity_pass,fold_trainability_status,trainability_rejection_reason,eligible_for_p0_9b_discovery_rerun_fold,count_trainable_but_model_fit_failed,required_min_train_dedup_event_count_after_purge,required_min_train_dedup_positive_event_count_after_purge,required_min_outer_validation_dedup_event_count,required_min_outer_validation_dedup_positive_event_count
电力设备,industry_launch_winner_score_lgbm,fold_2024,robustness_trainability_audit_only,T0_strict_p0_9_reproduction,latest_train_year,early_stopping_inner_validation,strict_p0_9,strict,False,869,221,648,18,54,223,0,215,43,11,11,500,30,100,100,8,80,5,20,40,8,8,False,False,False,False,not_trainable_due_to_inner_validation,inner_validation_positive_count;train_distinct_instruments,False,False,,,,
电力设备,industry_launch_winner_score_lgbm,fold_2024,robustness_trainability_audit_only,T1_fixed_rounds_no_inner_validation,none,fixed_n_estimators,safe_relative,safe_probe,False,1305,221,1084,18,69,0,0,215,43,11,11,400,25,80,60,5,60,5,9,32,5,5,True,True,True,True,trainable_under_safe_probe,,False,False,,,,
电力设备,industry_launch_winner_score_lgbm,fold_2024,robustness_trainability_audit_only,T2_pooled_inner_validation,pooled_tail_train_years,early_stopping_inner_validation,safe_relative,safe_probe,False,526,160,366,11,34,652,30,215,43,11,11,400,25,80,60,5,60,5,9,32,5,5,True,True,True,False,trainable_under_safe_probe,,False,False,,,,
电力设备,industry_launch_winner_score_lgbm,fold_2024,robustness_trainability_audit_only,T3_grouped_temporal_inner_validation,grouped_temporal_blocks,early_stopping_inner_validation,safe_relative,safe_probe,False,526,160,366,11,34,652,30,215,43,11,11,400,25,80,60,5,60,5,9,32,5,5,True,True,True,False,trainable_under_safe_probe,,False,False,,,,
电力设备,industry_launch_winner_score_lgbm,fold_2024,robustness_trainability_audit_only,T4_diagnostic_minimal_instrument_gate,none,fixed_n_estimators,diagnostic_minimal,diagnostic_minimal,True,1305,221,1084,18,69,0,0,215,43,11,11,250,15,50,0,0,40,3,7,21,4,4,True,True,True,True,trainable_under_diagnostic_minimal,,False,False,,,,
电子,industry_failure_reject_score_lgbm,fold_2020,core_trainability_probe,T0_strict_p0_9_reproduction,latest_train_year,early_stopping_inner_validation,strict_p0_9,strict,False,554,292,262,8,14,528,74,1053,392,22,22,500,30,100,100,8,80,5,20,40,8,8,False,False,False,False,not_trainable_due_to_cross_section,train_dedup_event_count_after_purge;train_distinct_instrument_years;train_distinct_instruments,False,False,250.0,20.0,60.0,5.0
电子,industry_failure_reject_score_lgbm,fold_2020,core_trainability_probe,T1_fixed_rounds_no_inner_validation,none,fixed_n_estimators,safe_relative,safe_probe,False,1256,432,824,13,25,0,0,1053,392,22,22,400,25,80,60,5,60,5,10,25,6,5,True,True,True,True,trainable_under_safe_probe,,True,False,200.0,15.0,45.0,4.0
电子,industry_failure_reject_score_lgbm,fold_2020,core_trainability_probe,T2_pooled_inner_validation,pooled_tail_train_years,early_stopping_inner_validation,safe_relative,safe_probe,False,182,7,175,6,6,980,385,1053,392,22,22,400,25,80,60,5,60,5,10,25,6,5,False,False,False,False,not_trainable_due_to_cross_section,train_dedup_event_count_after_purge;train_dedup_positive_event_count_after_purge;train_distinct_instrument_years;train_distinct_instruments;train_event_count_after_purge;train_positive_count_after_purge,False,False,200.0,15.0,45.0,4.0
电子,industry_failure_reject_score_lgbm,fold_2020,core_trainability_probe,T3_grouped_temporal_inner_validation,grouped_temporal_blocks,early_stopping_inner_validation,safe_relative,safe_probe,False,182,7,175,6,6,980,385,1053,392,22,22,400,25,80,60,5,60,5,10,25,6,5,False,False,False,False,not_trainable_due_to_cross_section,train_dedup_event_count_after_purge;train_dedup_positive_event_count_after_purge;train_distinct_instrument_years;train_distinct_instruments;train_event_count_after_purge;train_positive_count_after_purge,False,False,200.0,15.0,45.0,4.0
电子,industry_failure_reject_score_lgbm,fold_2020,core_trainability_probe,T4_diagnostic_minimal_instrument_gate,none,fixed_n_estimators,diagnostic_minimal,diagnostic_minimal,True,1256,432,824,13,25,0,0,1053,392,22,22,250,15,50,0,0,40,3,7,15,4,4,True,True,True,True,trainable_under_diagnostic_minimal,,False,False,120.0,8.0,30.0,3.0
电子,industry_failure_reject_score_lgbm,fold_2021,core_trainability_probe,T0_strict_p0_9_reproduction,latest_train_year,early_stopping_inner_validation,strict_p0_9,strict,False,1256,432,824,13,25,685,228,1335,744,25,25,500,30,100,100,8,80,5,20,40,8,8,False,False,False,False,not_trainable_due_to_cross_section,train_distinct_instrument_years;train_distinct_instruments,False,False,250.0,20.0,60.0,5.0
电子,industry_failure_reject_score_lgbm,fold_2021,core_trainability_probe,T1_fixed_rounds_no_inner_validation,none,fixed_n_estimators,safe_relative,safe_probe,False,2301,741,1560,22,51,0,0,1335,744,25,25,400,25,80,60,5,60,5,12,25,7,6,True,True,True,True,trainable_under_safe_probe,,True,False,200.0,15.0,45.0,4.0
电子,industry_failure_reject_score_lgbm,fold_2021,core_trainability_probe,T2_pooled_inner_validation,pooled_tail_train_years,early_stopping_inner_validation,safe_relative,safe_probe,False,554,292,262,8,14,1548,360,1335,744,25,25,400,25,80,60,5,60,5,12,25,7,6,False,False,False,False,not_trainable_due_to_cross_section,train_dedup_event_count_after_purge;train_distinct_instrument_years;train_distinct_instruments,False,False,200.0,15.0,45.0,4.0
电子,industry_failure_reject_score_lgbm,fold_2021,core_trainability_probe,T3_grouped_temporal_inner_validation,grouped_temporal_blocks,early_stopping_inner_validation,safe_relative,safe_probe,False,554,292,262,8,14,1548,360,1335,744,25,25,400,25,80,60,5,60,5,12,25,7,6,False,False,False,False,not_trainable_due_to_cross_section,train_dedup_event_count_after_purge;train_distinct_instrument_years;train_distinct_instruments,False,False,200.0,15.0,45.0,4.0
电子,industry_failure_reject_score_lgbm,fold_2021,core_trainability_probe,T4_diagnostic_minimal_instrument_gate,none,fixed_n_estimators,diagnostic_minimal,diagnostic_minimal,True,2301,741,1560,22,51,0,0,1335,744,25,25,250,15,50,0,0,40,3,9,17,4,4,True,True,True,True,trainable_under_diagnostic_minimal,,False,False,120.0,8.0,30.0,3.0
电子,industry_failure_reject_score_lgbm,fold_2022,core_trainability_probe,T0_strict_p0_9_reproduction,latest_train_year,early_stopping_inner_validation,strict_p0_9,strict,False,2301,741,1560,22,51,1072,618,1119,646,15,15,500,30,100,100,8,80,5,20,40,8,8,True,True,True,True,trainable_under_strict_p0_9,,True,False,250.0,20.0,60.0,5.0
电子,industry_failure_reject_score_lgbm,fold_2022,core_trainability_probe,T1_fixed_rounds_no_inner_validation,none,fixed_n_estimators,safe_relative,safe_probe,False,3742,1524,2218,27,77,0,0,1119,646,15,15,400,25,80,60,5,60,5,15,37,5,5,True,True,True,True,trainable_under_safe_probe,,True,False,200.0,15.0,45.0,4.0
电子,industry_failure_reject_score_lgbm,fold_2022,core_trainability_probe,T2_pooled_inner_validation,pooled_tail_train_years,early_stopping_inner_validation,safe_relative,safe_probe,False,1256,432,824,13,25,2123,1008,1119,646,15,15,400,25,80,60,5,60,5,15,37,5,5,False,False,False,False,not_trainable_due_to_cross_section,train_distinct_instrument_years;train_distinct_instruments,False,False,200.0,15.0,45.0,4.0
电子,industry_failure_reject_score_lgbm,fold_2022,core_trainability_probe,T3_grouped_temporal_inner_validation,grouped_temporal_blocks,early_stopping_inner_validation,safe_relative,safe_probe,False,1256,432,824,13,25,2123,1008,1119,646,15,15,400,25,80,60,5,60,5,15,37,5,5,False,False,False,False,not_trainable_due_to_cross_section,train_distinct_instrument_years;train_distinct_instruments,False,False,200.0,15.0,45.0,4.0
电子,industry_failure_reject_score_lgbm,fold_2022,core_trainability_probe,T4_diagnostic_minimal_instrument_gate,none,fixed_n_estimators,diagnostic_minimal,diagnostic_minimal,True,3742,1524,2218,27,77,0,0,1119,646,15,15,250,15,50,0,0,40,3,11,25,4,4,True,True,True,True,trainable_under_diagnostic_minimal,,False,False,120.0,8.0,30.0,3.0
电子,industry_failure_reject_score_lgbm,fold_2023,core_trainability_probe,T0_strict_p0_9_reproduction,latest_train_year,early_stopping_inner_validation,strict_p0_9,strict,False,3742,1524,2218,27,77,820,572,1079,577,14,14,500,30,100,100,8,80,5,20,40,8,8,True,True,True,True,trainable_under_strict_p0_9,,True,False,250.0,20.0,60.0,5.0
电子,industry_failure_reject_score_lgbm,fold_2023,core_trainability_probe,T1_fixed_rounds_no_inner_validation,none,fixed_n_estimators,safe_relative,safe_probe,False,5028,2341,2687,30,94,0,0,1079,577,14,14,400,25,80,60,5,60,5,16,45,5,5,True,True,True,True,trainable_under_safe_probe,,True,False,200.0,15.0,45.0,4.0
电子,industry_failure_reject_score_lgbm,fold_2023,core_trainability_probe,T2_pooled_inner_validation,pooled_tail_train_years,early_stopping_inner_validation,safe_relative,safe_probe,False,2301,741,1560,22,51,2355,1435,1079,577,14,14,400,25,80,60,5,60,5,16,45,5,5,True,True,True,True,trainable_under_safe_probe,,True,False,200.0,15.0,45.0,4.0
电子,industry_failure_reject_score_lgbm,fold_2023,core_trainability_probe,T3_grouped_temporal_inner_validation,grouped_temporal_blocks,early_stopping_inner_validation,safe_relative,safe_probe,False,2301,741,1560,22,51,2355,1435,1079,577,14,14,400,25,80,60,5,60,5,16,45,5,5,True,True,True,True,trainable_under_safe_probe,,True,False,200.0,15.0,45.0,4.0
电子,industry_failure_reject_score_lgbm,fold_2023,core_trainability_probe,T4_diagnostic_minimal_instrument_gate,none,fixed_n_estimators,diagnostic_minimal,diagnostic_minimal,True,5028,2341,2687,30,94,0,0,1079,577,14,14,250,15,50,0,0,40,3,11,30,4,4,True,True,True,True,trainable_under_diagnostic_minimal,,False,False,120.0,8.0,30.0,3.0
电子,industry_failure_reject_score_lgbm,fold_2024,robustness_trainability_audit_only,T0_strict_p0_9_reproduction,latest_train_year,early_stopping_inner_validation,strict_p0_9,strict,False,5028,2341,2687,30,94,962,596,1402,423,20,20,500,30,100,100,8,80,5,20,40,8,8,True,True,True,True,trainable_under_strict_p0_9,,False,False,250.0,20.0,60.0,5.0
电子,industry_failure_reject_score_lgbm,fold_2024,robustness_trainability_audit_only,T1_fixed_rounds_no_inner_validation,none,fixed_n_estimators,safe_relative,safe_probe,False,6337,3055,3282,30,109,0,0,1402,423,20,20,400,25,80,60,5,60,5,16,50,5,5,True,True,True,True,trainable_under_safe_probe,,False,False,200.0,15.0,45.0,4.0
电子,industry_failure_reject_score_lgbm,fold_2024,robustness_trainability_audit_only,T2_pooled_inner_validation,pooled_tail_train_years,early_stopping_inner_validation,safe_relative,safe_probe,False,3742,1524,2218,27,77,2126,1283,1402,423,20,20,400,25,80,60,5,60,5,16,50,5,5,True,True,True,True,trainable_under_safe_probe,,False,False,200.0,15.0,45.0,4.0
电子,industry_failure_reject_score_lgbm,fold_2024,robustness_trainability_audit_only,T3_grouped_temporal_inner_validation,grouped_temporal_blocks,early_stopping_inner_validation,safe_relative,safe_probe,False,3742,1524,2218,27,77,2126,1283,1402,423,20,20,400,25,80,60,5,60,5,16,50,5,5,True,True,True,True,trainable_under_safe_probe,,False,False,200.0,15.0,45.0,4.0
电子,industry_failure_reject_score_lgbm,fold_2024,robustness_trainability_audit_only,T4_diagnostic_minimal_instrument_gate,none,fixed_n_estimators,diagnostic_minimal,diagnostic_minimal,True,6337,3055,3282,30,109,0,0,1402,423,20,20,250,15,50,0,0,40,3,12,35,4,4,True,True,True,True,trainable_under_diagnostic_minimal,,False,False,120.0,8.0,30.0,3.0
汽车,industry_failure_reject_score_lgbm,fold_2020,core_trainability_probe,T0_strict_p0_9_reproduction,latest_train_year,early_stopping_inner_validation,strict_p0_9,strict,False,876,459,417,10,19,435,121,630,186,9,9,500,30,100,100,8,80,5,20,40,8,8,False,False,False,False,not_trainable_due_to_cross_section,train_distinct_instrument_years;train_distinct_instruments,False,False,250.0,20.0,60.0,5.0
汽车,industry_failure_reject_score_lgbm,fold_2020,core_trainability_probe,T1_fixed_rounds_no_inner_validation,none,fixed_n_estimators,safe_relative,safe_probe,False,1443,613,830,11,27,0,0,630,186,9,9,400,25,80,60,5,60,5,8,25,5,5,True,True,True,True,trainable_under_safe_probe,,True,False,200.0,15.0,45.0,4.0
汽车,industry_failure_reject_score_lgbm,fold_2020,core_trainability_probe,T2_pooled_inner_validation,pooled_tail_train_years,early_stopping_inner_validation,safe_relative,safe_probe,False,159,17,142,9,9,1111,515,630,186,9,9,400,25,80,60,5,60,5,8,25,5,5,False,False,False,False,not_trainable_due_to_cross_section,train_dedup_event_count_after_purge;train_dedup_positive_event_count_after_purge;train_distinct_instrument_years;train_event_count_after_purge;train_positive_count_after_purge,False,False,200.0,15.0,45.0,4.0
汽车,industry_failure_reject_score_lgbm,fold_2020,core_trainability_probe,T3_grouped_temporal_inner_validation,grouped_temporal_blocks,early_stopping_inner_validation,safe_relative,safe_probe,False,159,17,142,9,9,1111,515,630,186,9,9,400,25,80,60,5,60,5,8,25,5,5,False,False,False,False,not_trainable_due_to_cross_section,train_dedup_event_count_after_purge;train_dedup_positive_event_count_after_purge;train_distinct_instrument_years;train_event_count_after_purge;train_positive_count_after_purge,False,False,200.0,15.0,45.0,4.0
汽车,industry_failure_reject_score_lgbm,fold_2020,core_trainability_probe,T4_diagnostic_minimal_instrument_gate,none,fixed_n_estimators,diagnostic_minimal,diagnostic_minimal,True,1443,613,830,11,27,0,0,630,186,9,9,250,15,50,0,0,40,3,6,15,4,4,True,True,True,True,trainable_under_diagnostic_minimal,,False,False,120.0,8.0,30.0,3.0
汽车,industry_failure_reject_score_lgbm,fold_2021,core_trainability_probe,T0_strict_p0_9_reproduction,latest_train_year,early_stopping_inner_validation,strict_p0_9,strict,False,1443,613,830,11,27,541,131,727,363,12,12,500,30,100,100,8,80,5,20,40,8,8,False,False,False,False,not_trainable_due_to_cross_section,train_distinct_instrument_years;train_distinct_instruments,False,False,250.0,20.0,60.0,5.0
汽车,industry_failure_reject_score_lgbm,fold_2021,core_trainability_probe,T1_fixed_rounds_no_inner_validation,none,fixed_n_estimators,safe_relative,safe_probe,False,2116,811,1305,12,36,0,0,727,363,12,12,400,25,80,60,5,60,5,8,25,5,5,True,True,True,True,trainable_under_safe_probe,,True,False,200.0,15.0,45.0,4.0
汽车,industry_failure_reject_score_lgbm,fold_2021,core_trainability_probe,T2_pooled_inner_validation,pooled_tail_train_years,early_stopping_inner_validation,safe_relative,safe_probe,False,876,459,417,10,19,1099,315,727,363,12,12,400,25,80,60,5,60,5,8,25,5,5,False,False,False,False,not_trainable_due_to_cross_section,train_distinct_instrument_years,False,False,200.0,15.0,45.0,4.0
汽车,industry_failure_reject_score_lgbm,fold_2021,core_trainability_probe,T3_grouped_temporal_inner_validation,grouped_temporal_blocks,early_stopping_inner_validation,safe_relative,safe_probe,False,876,459,417,10,19,1099,315,727,363,12,12,400,25,80,60,5,60,5,8,25,5,5,False,False,False,False,not_trainable_due_to_cross_section,train_distinct_instrument_years,False,False,200.0,15.0,45.0,4.0
汽车,industry_failure_reject_score_lgbm,fold_2021,core_trainability_probe,T4_diagnostic_minimal_instrument_gate,none,fixed_n_estimators,diagnostic_minimal,diagnostic_minimal,True,2116,811,1305,12,36,0,0,727,363,12,12,250,15,50,0,0,40,3,6,15,4,4,True,True,True,True,trainable_under_diagnostic_minimal,,False,False,120.0,8.0,30.0,3.0
汽车,industry_failure_reject_score_lgbm,fold_2022,core_trainability_probe,T0_strict_p0_9_reproduction,latest_train_year,early_stopping_inner_validation,strict_p0_9,strict,False,2116,811,1305,12,36,557,238,642,231,10,10,500,30,100,100,8,80,5,20,40,8,8,False,False,False,False,not_trainable_due_to_cross_section,train_distinct_instrument_years;train_distinct_instruments,False,False,250.0,20.0,60.0,5.0
汽车,industry_failure_reject_score_lgbm,fold_2022,core_trainability_probe,T1_fixed_rounds_no_inner_validation,none,fixed_n_estimators,safe_relative,safe_probe,False,2762,1104,1658,15,48,0,0,642,231,10,10,400,25,80,60,5,60,5,9,25,5,5,True,True,True,True,trainable_under_safe_probe,,True,False,200.0,15.0,45.0,4.0
汽车,industry_failure_reject_score_lgbm,fold_2022,core_trainability_probe,T2_pooled_inner_validation,pooled_tail_train_years,early_stopping_inner_validation,safe_relative,safe_probe,False,1443,613,830,11,27,1187,424,642,231,10,10,400,25,80,60,5,60,5,9,25,5,5,True,True,True,True,trainable_under_safe_probe,,True,False,200.0,15.0,45.0,4.0
汽车,industry_failure_reject_score_lgbm,fold_2022,core_trainability_probe,T3_grouped_temporal_inner_validation,grouped_temporal_blocks,early_stopping_inner_validation,safe_relative,safe_probe,False,1443,613,830,11,27,1187,424,642,231,10,10,400,25,80,60,5,60,5,9,25,5,5,True,True,True,True,trainable_under_safe_probe,,True,False,200.0,15.0,45.0,4.0
汽车,industry_failure_reject_score_lgbm,fold_2022,core_trainability_probe,T4_diagnostic_minimal_instrument_gate,none,fixed_n_estimators,diagnostic_minimal,diagnostic_minimal,True,2762,1104,1658,15,48,0,0,642,231,10,10,250,15,50,0,0,40,3,6,16,4,4,True,True,True,True,trainable_under_diagnostic_minimal,,False,False,120.0,8.0,30.0,3.0
汽车,industry_failure_reject_score_lgbm,fold_2023,core_trainability_probe,T0_strict_p0_9_reproduction,latest_train_year,early_stopping_inner_validation,strict_p0_9,strict,False,2762,1104,1658,15,48,422,154,751,304,10,10,500,30,100,100,8,80,5,20,40,8,8,False,False,False,False,not_trainable_due_to_cross_section,train_distinct_instruments,False,False,250.0,20.0,60.0,5.0
汽车,industry_failure_reject_score_lgbm,fold_2023,core_trainability_probe,T1_fixed_rounds_no_inner_validation,none,fixed_n_estimators,safe_relative,safe_probe,False,3393,1408,1985,16,59,0,0,751,304,10,10,400,25,80,60,5,60,5,9,28,5,5,True,True,True,True,trainable_under_safe_probe,,True,False,200.0,15.0,45.0,4.0
汽车,industry_failure_reject_score_lgbm,fold_2023,core_trainability_probe,T2_pooled_inner_validation,pooled_tail_train_years,early_stopping_inner_validation,safe_relative,safe_probe,False,2116,811,1305,12,36,1188,542,751,304,10,10,400,25,80,60,5,60,5,9,28,5,5,True,True,True,True,trainable_under_safe_probe,,True,False,200.0,15.0,45.0,4.0
汽车,industry_failure_reject_score_lgbm,fold_2023,core_trainability_probe,T3_grouped_temporal_inner_validation,grouped_temporal_blocks,early_stopping_inner_validation,safe_relative,safe_probe,False,2116,811,1305,12,36,1188,542,751,304,10,10,400,25,80,60,5,60,5,9,28,5,5,True,True,True,True,trainable_under_safe_probe,,True,False,200.0,15.0,45.0,4.0
汽车,industry_failure_reject_score_lgbm,fold_2023,core_trainability_probe,T4_diagnostic_minimal_instrument_gate,none,fixed_n_estimators,diagnostic_minimal,diagnostic_minimal,True,3393,1408,1985,16,59,0,0,751,304,10,10,250,15,50,0,0,40,3,6,19,4,4,True,True,True,True,trainable_under_diagnostic_minimal,,False,False,120.0,8.0,30.0,3.0
汽车,industry_failure_reject_score_lgbm,fold_2024,robustness_trainability_audit_only,T0_strict_p0_9_reproduction,latest_train_year,early_stopping_inner_validation,strict_p0_9,strict,False,3393,1408,1985,16,59,617,217,935,304,12,12,500,30,100,100,8,80,5,20,40,8,8,False,False,False,False,not_trainable_due_to_cross_section,train_distinct_instruments,False,False,250.0,20.0,60.0,5.0
汽车,industry_failure_reject_score_lgbm,fold_2024,robustness_trainability_audit_only,T1_fixed_rounds_no_inner_validation,none,fixed_n_estimators,safe_relative,safe_probe,False,4230,1702,2528,16,69,0,0,935,304,12,12,400,25,80,60,5,60,5,9,32,5,5,True,True,True,True,trainable_under_safe_probe,,False,False,200.0,15.0,45.0,4.0
汽车,industry_failure_reject_score_lgbm,fold_2024,robustness_trainability_audit_only,T2_pooled_inner_validation,pooled_tail_train_years,early_stopping_inner_validation,safe_relative,safe_probe,False,2762,1104,1658,15,48,1259,448,935,304,12,12,400,25,80,60,5,60,5,9,32,5,5,True,True,True,True,trainable_under_safe_probe,,False,False,200.0,15.0,45.0,4.0
汽车,industry_failure_reject_score_lgbm,fold_2024,robustness_trainability_audit_only,T3_grouped_temporal_inner_validation,grouped_temporal_blocks,early_stopping_inner_validation,safe_relative,safe_probe,False,2762,1104,1658,15,48,1259,448,935,304,12,12,400,25,80,60,5,60,5,9,32,5,5,True,True,True,True,trainable_under_safe_probe,,False,False,200.0,15.0,45.0,4.0
汽车,industry_failure_reject_score_lgbm,fold_2024,robustness_trainability_audit_only,T4_diagnostic_minimal_instrument_gate,none,fixed_n_estimators,diagnostic_minimal,diagnostic_minimal,True,4230,1702,2528,16,69,0,0,935,304,12,12,250,15,50,0,0,40,3,6,22,4,4,True,True,True,True,trainable_under_diagnostic_minimal,,False,False,120.0,8.0,30.0,3.0
电力设备,industry_failure_reject_score_lgbm,fold_2020,core_trainability_probe,T0_strict_p0_9_reproduction,latest_train_year,early_stopping_inner_validation,strict_p0_9,strict,False,192,85,107,5,7,257,123,627,142,9,9,500,30,100,100,8,80,5,20,40,8,8,False,False,False,False,not_trainable_due_to_cross_section,train_dedup_event_count_after_purge;train_distinct_instrument_years;train_distinct_instruments;train_event_count_after_purge,False,False,250.0,20.0,60.0,5.0
电力设备,industry_failure_reject_score_lgbm,fold_2020,core_trainability_probe,T1_fixed_rounds_no_inner_validation,none,fixed_n_estimators,safe_relative,safe_probe,False,505,246,259,6,13,0,0,627,142,9,9,400,25,80,60,5,60,5,8,25,5,5,False,False,False,False,not_trainable_due_to_cross_section,train_dedup_event_count_after_purge;train_distinct_instrument_years;train_distinct_instruments,False,False,200.0,15.0,45.0,4.0
电力设备,industry_failure_reject_score_lgbm,fold_2020,core_trainability_probe,T2_pooled_inner_validation,pooled_tail_train_years,early_stopping_inner_validation,safe_relative,safe_probe,False,0,0,0,0,0,402,202,627,142,9,9,400,25,80,60,5,60,5,8,25,5,5,False,False,False,False,not_trainable_due_to_cross_section,train_dedup_event_count_after_purge;train_dedup_positive_event_count_after_purge;train_distinct_instrument_years;train_distinct_instruments;train_event_count_after_purge;train_negative_count_after_purge;train_positive_count_after_purge,False,False,200.0,15.0,45.0,4.0
电力设备,industry_failure_reject_score_lgbm,fold_2020,core_trainability_probe,T3_grouped_temporal_inner_validation,grouped_temporal_blocks,early_stopping_inner_validation,safe_relative,safe_probe,False,0,0,0,0,0,402,202,627,142,9,9,400,25,80,60,5,60,5,8,25,5,5,False,False,False,False,not_trainable_due_to_cross_section,train_dedup_event_count_after_purge;train_dedup_positive_event_count_after_purge;train_distinct_instrument_years;train_distinct_instruments;train_event_count_after_purge;train_negative_count_after_purge;train_positive_count_after_purge,False,False,200.0,15.0,45.0,4.0
电力设备,industry_failure_reject_score_lgbm,fold_2020,core_trainability_probe,T4_diagnostic_minimal_instrument_gate,none,fixed_n_estimators,diagnostic_minimal,diagnostic_minimal,True,505,246,259,6,13,0,0,627,142,9,9,250,15,50,0,0,40,3,6,15,4,4,False,False,False,False,not_trainable_due_to_cross_section,train_distinct_instrument_years,False,False,120.0,8.0,30.0,3.0
电力设备,industry_failure_reject_score_lgbm,fold_2021,core_trainability_probe,T0_strict_p0_9_reproduction,latest_train_year,early_stopping_inner_validation,strict_p0_9,strict,False,515,246,269,6,13,375,87,706,234,16,16,500,30,100,100,8,80,5,20,40,8,8,False,False,False,False,not_trainable_due_to_cross_section,train_dedup_event_count_after_purge;train_distinct_instrument_years;train_distinct_instruments,False,False,250.0,20.0,60.0,5.0
电力设备,industry_failure_reject_score_lgbm,fold_2021,core_trainability_probe,T1_fixed_rounds_no_inner_validation,none,fixed_n_estimators,safe_relative,safe_probe,False,1001,401,600,8,21,0,0,706,234,16,16,400,25,80,60,5,60,5,8,25,5,5,False,False,False,False,not_trainable_due_to_cross_section,train_distinct_instrument_years,False,False,200.0,15.0,45.0,4.0
电力设备,industry_failure_reject_score_lgbm,fold_2021,core_trainability_probe,T2_pooled_inner_validation,pooled_tail_train_years,early_stopping_inner_validation,safe_relative,safe_probe,False,192,85,107,5,7,753,278,706,234,16,16,400,25,80,60,5,60,5,8,25,5,5,False,False,False,False,not_trainable_due_to_cross_section,train_dedup_event_count_after_purge;train_distinct_instrument_years;train_distinct_instruments;train_event_count_after_purge,False,False,200.0,15.0,45.0,4.0
电力设备,industry_failure_reject_score_lgbm,fold_2021,core_trainability_probe,T3_grouped_temporal_inner_validation,grouped_temporal_blocks,early_stopping_inner_validation,safe_relative,safe_probe,False,192,85,107,5,7,753,278,706,234,16,16,400,25,80,60,5,60,5,8,25,5,5,False,False,False,False,not_trainable_due_to_cross_section,train_dedup_event_count_after_purge;train_distinct_instrument_years;train_distinct_instruments;train_event_count_after_purge,False,False,200.0,15.0,45.0,4.0
电力设备,industry_failure_reject_score_lgbm,fold_2021,core_trainability_probe,T4_diagnostic_minimal_instrument_gate,none,fixed_n_estimators,diagnostic_minimal,diagnostic_minimal,True,1001,401,600,8,21,0,0,706,234,16,16,250,15,50,0,0,40,3,6,15,4,4,True,True,True,True,trainable_under_diagnostic_minimal,,False,False,120.0,8.0,30.0,3.0
电力设备,industry_failure_reject_score_lgbm,fold_2022,core_trainability_probe,T0_strict_p0_9_reproduction,latest_train_year,early_stopping_inner_validation,strict_p0_9,strict,False,1001,401,600,8,21,536,107,1153,716,21,21,500,30,100,100,8,80,5,20,40,8,8,False,False,False,False,not_trainable_due_to_cross_section,train_distinct_instrument_years;train_distinct_instruments,False,False,250.0,20.0,60.0,5.0
电力设备,industry_failure_reject_score_lgbm,fold_2022,core_trainability_probe,T1_fixed_rounds_no_inner_validation,none,fixed_n_estimators,safe_relative,safe_probe,False,1789,563,1226,12,35,0,0,1153,716,21,21,400,25,80,60,5,60,5,8,25,6,5,True,True,True,True,trainable_under_safe_probe,,True,False,200.0,15.0,45.0,4.0
电力设备,industry_failure_reject_score_lgbm,fold_2022,core_trainability_probe,T2_pooled_inner_validation,pooled_tail_train_years,early_stopping_inner_validation,safe_relative,safe_probe,False,515,246,269,6,13,1163,249,1153,716,21,21,400,25,80,60,5,60,5,8,25,6,5,False,False,False,False,not_trainable_due_to_cross_section,train_dedup_event_count_after_purge;train_distinct_instrument_years;train_distinct_instruments,False,False,200.0,15.0,45.0,4.0
电力设备,industry_failure_reject_score_lgbm,fold_2022,core_trainability_probe,T3_grouped_temporal_inner_validation,grouped_temporal_blocks,early_stopping_inner_validation,safe_relative,safe_probe,False,515,246,269,6,13,1163,249,1153,716,21,21,400,25,80,60,5,60,5,8,25,6,5,False,False,False,False,not_trainable_due_to_cross_section,train_dedup_event_count_after_purge;train_distinct_instrument_years;train_distinct_instruments,False,False,200.0,15.0,45.0,4.0
电力设备,industry_failure_reject_score_lgbm,fold_2022,core_trainability_probe,T4_diagnostic_minimal_instrument_gate,none,fixed_n_estimators,diagnostic_minimal,diagnostic_minimal,True,1789,563,1226,12,35,0,0,1153,716,21,21,250,15,50,0,0,40,3,6,15,4,4,True,True,True,True,trainable_under_diagnostic_minimal,,False,False,120.0,8.0,30.0,3.0
