launch_episode_id,instrument,episode_start_signal_date,episode_first_execution_date,launch_effective_date,episode_end_signal_date,episode_reset_reason,event_count,executable_event_count,launch_detector_version,launch_detector_config_hash
EP2_LAUNCH_DETECTOR_V0_SH600111_20250311_b005e3981f,SH600111,2025-03-11,2025-03-12,2025-03-12,2025-05-12,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600111_20250611_f3b0d805a2,SH600111,2025-06-11,2025-06-12,2025-06-12,2025-07-09,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600111_20250710_31f538a431,SH600111,2025-07-10,2025-07-11,2025-07-11,2025-09-25,ended_after_no_signal_gap,12,12,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600111_20251013_f79663ede9,SH600111,2025-10-13,2025-10-14,2025-10-14,2025-11-10,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600115_20171124_f390cc38ba,SH600115,2017-11-24,2017-11-27,2017-11-27,2017-12-22,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600115_20180103_1da39765be,SH600115,2018-01-03,2018-01-04,2018-01-04,2018-01-31,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600115_20180619_2a09f660de,SH600115,2018-06-19,2018-06-20,2018-06-20,2018-07-17,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600115_20190222_c1a65a6eea,SH600115,2019-02-22,2019-02-25,2019-02-25,2019-05-08,ended_after_no_signal_gap,6,6,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600115_20191230_9de5154e18,SH600115,2019-12-30,2019-12-31,2019-12-31,2020-02-05,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600115_20200706_62b6889f4b,SH600115,2020-07-06,2020-07-07,2020-07-07,2020-08-05,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600115_20200812_15b4cec671,SH600115,2020-08-12,2020-08-13,2020-08-13,2020-09-18,ended_after_no_signal_gap,4,4,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600115_20210315_8ddf20434f,SH600115,2021-03-15,2021-03-16,2021-03-16,2021-04-26,ended_after_no_signal_gap,3,3,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600115_20211011_f40e2163ea,SH600115,2021-10-11,2021-10-12,2021-10-12,2021-11-11,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600115_20220104_5a00ac3c12,SH600115,2022-01-04,2022-01-05,2022-01-05,2022-02-08,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600115_20221205_929374e88f,SH600115,2022-12-05,2022-12-06,2022-12-06,2023-01-05,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600115_20240930_bbc05554c2,SH600115,2024-09-30,2024-10-08,2024-10-08,2024-11-04,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600115_20241206_21b977b0f7,SH600115,2024-12-06,2024-12-09,2024-12-09,2025-01-06,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600115_20251015_73413ab2e7,SH600115,2025-10-15,2025-10-16,2025-10-16,2025-12-08,ended_after_no_signal_gap,3,3,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600115_20251217_6fe7ff9f22,SH600115,2025-12-17,2025-12-18,2025-12-18,2026-01-16,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600143_20250917_f3e2e7f5b3,SH600143,2025-09-17,2025-09-18,2025-09-18,2025-10-24,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600150_20200811_aff2f82cbb,SH600150,2020-08-11,2020-08-12,2020-08-12,2020-09-08,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600150_20210506_c9805e77a1,SH600150,2021-05-06,2021-05-07,2021-05-07,2021-06-04,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600150_20210825_444af1a367,SH600150,2021-08-25,2021-08-26,2021-08-26,2021-10-18,ended_after_no_signal_gap,6,6,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600150_20220714_f9b68fb060,SH600150,2022-07-14,2022-07-15,2022-07-15,2022-08-19,ended_after_no_signal_gap,5,5,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600150_20230303_c9142cc467,SH600150,2023-03-03,2023-03-06,2023-03-06,2023-04-03,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600150_20230427_ae74ccc18e,SH600150,2023-04-27,2023-04-28,2023-04-28,2023-06-13,ended_after_no_signal_gap,4,4,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600150_20230620_e58d4be71d,SH600150,2023-06-20,2023-06-21,2023-06-21,2023-07-20,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600150_20240125_e1219d0955,SH600150,2024-01-25,2024-01-26,2024-01-26,2024-03-06,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600150_20240628_e82dce22e6,SH600150,2024-06-28,2024-07-01,2024-07-01,2024-07-26,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600150_20241008_3f52832b9d,SH600150,2024-10-08,2024-10-09,2024-10-09,2024-11-05,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600150_20250701_d044ea802a,SH600150,2025-07-01,2025-07-02,2025-07-02,2025-09-05,ended_after_no_signal_gap,5,5,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600160_20250506_d7421ea284,SH600160,2025-05-06,2025-05-07,2025-05-07,2025-06-04,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600160_20250818_7d8e13c6cd,SH600160,2025-08-18,2025-08-19,2025-08-19,2025-09-26,ended_after_no_signal_gap,5,5,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600176_20210818_36abec4acf,SH600176,2021-08-18,2021-08-19,2021-08-19,2021-09-15,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600176_20221205_7e10d5c6f5,SH600176,2022-12-05,2022-12-06,2022-12-06,2023-01-03,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600176_20230202_5e32e1f7a3,SH600176,2023-02-02,2023-02-03,2023-02-03,2023-03-13,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600176_20250822_624c8da477,SH600176,2025-08-22,2025-08-25,2025-08-25,2025-09-29,ended_after_no_signal_gap,3,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600183_20200225_531e06a6f5,SH600183,2020-02-25,2020-02-26,2020-02-26,2020-03-24,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600183_20210727_a8ea709dba,SH600183,2021-07-27,2021-07-28,2021-07-28,2021-08-30,ended_after_no_signal_gap,4,4,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600183_20240711_e68f519e08,SH600183,2024-07-11,2024-07-12,2024-07-12,2024-08-08,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600183_20241217_35cf763044,SH600183,2024-12-17,2024-12-18,2024-12-18,2025-02-27,ended_after_no_signal_gap,5,5,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600183_20250618_761d077f5f,SH600183,2025-06-18,2025-06-19,2025-06-19,2025-08-12,ended_after_no_signal_gap,3,3,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600183_20250815_dc8f0156dc,SH600183,2025-08-15,2025-08-18,2025-08-18,2025-09-12,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600188_20171129_7fd47e909d,SH600188,2017-11-29,2017-11-30,2017-11-30,2018-02-05,ended_after_no_signal_gap,6,6,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600188_20190404_e53b852f8b,SH600188,2019-04-04,2019-04-08,2019-04-08,2019-05-09,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600188_20190904_2819032627,SH600188,2019-09-04,2019-09-05,2019-09-05,2019-10-15,ended_after_no_signal_gap,3,3,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600188_20191230_5d9267e792,SH600188,2019-12-30,2019-12-31,2019-12-31,2020-02-12,ended_after_no_signal_gap,3,3,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600188_20201123_5c748f3694,SH600188,2020-11-23,2020-11-24,2020-11-24,2020-12-22,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600188_20210303_768a9b42e6,SH600188,2021-03-03,2021-03-04,2021-03-04,2021-03-31,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600188_20210715_3a40666d80,SH600188,2021-07-15,2021-07-16,2021-07-16,2021-08-16,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600188_20210826_b653b623e2,SH600188,2021-08-26,2021-08-27,2021-08-27,2021-09-28,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600188_20220608_6b85c3e0e3,SH600188,2022-06-08,2022-06-09,2022-06-09,2022-07-06,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600188_20220829_f8917dd17f,SH600188,2022-08-29,2022-08-30,2022-08-30,2022-09-27,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600188_20230914_2bda4c0202,SH600188,2023-09-14,2023-09-15,2023-09-15,2023-10-20,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600188_20240103_6630c1d62a,SH600188,2024-01-03,2024-01-04,2024-01-04,2024-02-01,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600188_20240219_0d051c50f1,SH600188,2024-02-19,2024-02-20,2024-02-20,2024-03-18,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600188_20250722_a6cb65136e,SH600188,2025-07-22,2025-07-23,2025-07-23,2025-08-19,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600188_20251010_bf5ea938e3,SH600188,2025-10-10,2025-10-13,2025-10-13,2025-11-17,ended_after_no_signal_gap,5,5,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600196_20171221_4454983aaf,SH600196,2017-12-21,2017-12-22,2017-12-22,2018-01-19,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600196_20180320_38b58e2bf6,SH600196,2018-03-20,2018-03-21,2018-03-21,2018-04-19,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600196_20190823_523ee42ad3,SH600196,2019-08-23,2019-08-26,2019-08-26,2019-09-24,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600196_20200205_852edf5e69,SH600196,2020-02-05,2020-02-06,2020-02-06,2020-04-24,ended_after_no_signal_gap,4,4,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600196_20200714_cd8094726e,SH600196,2020-07-14,2020-07-15,2020-07-15,2020-09-03,ended_after_no_signal_gap,10,10,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600196_20210428_884d930b6d,SH600196,2021-04-28,2021-04-29,2021-04-29,2021-06-11,ended_after_no_signal_gap,5,5,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600196_20210721_64c49fb6e8,SH600196,2021-07-21,2021-07-22,2021-07-22,2021-08-18,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600196_20220321_67b7c3b133,SH600196,2022-03-21,2022-03-22,2022-03-22,2022-04-20,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600196_20221214_553691d1bd,SH600196,2022-12-14,2022-12-15,2022-12-15,2023-01-16,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600196_20240927_87f063e37b,SH600196,2024-09-27,2024-09-30,2024-09-30,2024-11-05,ended_after_no_signal_gap,3,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600196_20250716_bac13a7d5d,SH600196,2025-07-16,2025-07-17,2025-07-17,2025-09-29,ended_after_no_signal_gap,5,5,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600219_20220302_e99ace6e56,SH600219,2022-03-02,2022-03-03,2022-03-03,2022-03-30,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600219_20251029_4f4e5d22f7,SH600219,2025-10-29,2025-10-30,2025-10-30,2025-12-10,ended_after_no_signal_gap,4,4,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600233_20220111_b2c8eca6a2,SH600233,2022-01-11,2022-01-12,2022-01-12,2022-02-15,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600233_20220602_9182b905cc,SH600233,2022-06-02,2022-06-06,2022-06-06,2022-07-01,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600233_20220913_068a0a9497,SH600233,2022-09-13,2022-09-14,2022-09-14,2022-10-18,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600233_20240930_164f88af8e,SH600233,2024-09-30,,,2024-11-04,non_executable_all_events,1,0,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600233_20250919_cff0425a0a,SH600233,2025-09-19,2025-09-22,2025-09-22,2025-10-27,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600236_20240701_d556366d40,SH600236,2024-07-01,2024-07-02,2024-07-02,2024-07-29,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600236_20250709_219bd1b43a,SH600236,2025-07-09,2025-07-10,2025-07-10,2025-08-06,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600236_20251230_f5832de572,SH600236,2025-12-30,2025-12-31,2025-12-31,2026-01-30,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600256_20220819_15d1416d10,SH600256,2022-08-19,2022-08-22,2022-08-22,2022-09-23,ended_after_no_signal_gap,3,3,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600256_20241021_c48afc86ba,SH600256,2024-10-21,2024-10-22,2024-10-22,2024-11-18,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600276_20171106_6ae2ef5c59,SH600276,2017-11-06,2017-11-07,2017-11-07,2017-12-04,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600276_20180510_8f6a63c8e9,SH600276,2018-05-10,2018-05-11,2018-05-11,2018-06-07,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600276_20190225_cf0cc01667,SH600276,2019-02-25,2019-02-26,2019-02-26,2019-03-25,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600276_20190823_8f97417942,SH600276,2019-08-23,2019-08-26,2019-08-26,2019-09-23,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600276_20191025_ce2a430a83,SH600276,2019-10-25,2019-10-28,2019-10-28,2019-11-22,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600276_20201215_9af313b0b3,SH600276,2020-12-15,2020-12-16,2020-12-16,2021-01-15,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600276_20220704_be6e70f0d5,SH600276,2022-07-04,2022-07-05,2022-07-05,2022-08-01,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600276_20221017_efb45ab8d5,SH600276,2022-10-17,2022-10-18,2022-10-18,2022-11-14,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH600276_20230116_d8b89169eb,SH600276,2023-01-16,2023-01-17,2023-01-17,2023-02-23,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
