null_family,null_repeat_id,industry,task,fold_id,fold_role,primitive_id,shuffle_unit,labels_permuted_or_shuffled,train_labels_permuted,validation_labels_permuted,lgbm_retrained,candidate_generation_replayed,candidate_formula_frozen_before_null,row_count,weighted_row_count,positive_count,weighted_positive_count,real_metric_reference,null_metric,random_seed,fold_2024_used,pass,placebo_scope,placebo_candidate_id,matched_primary_primitive_id,electronics_failure_stable_candidate_count,electronics_failure_equal_or_stronger_candidate_count,feature_family_placebo_creates_equal_or_stronger_candidate,candidate_formula_not_recreated_by_placebo,placebo_stress_pass
electronics_failure_negative_control_placebo,0,电子,launch_winner,pooled,diagnostic,E10P_53a92f223a100453,placebo_scope,False,False,False,False,False,True,0,0.0,0,0.0,launch_primitive_oof_lift_vs_industry_task_fold_baseline,,20260507,False,True,electronics_failure_negative_control_placebo,,E10P_53a92f223a100453,14,0,False,True,False
electronics_failure_negative_control_placebo,0,电子,launch_winner,pooled,diagnostic,E10P_d253227d5808840d,placebo_scope,False,False,False,False,False,True,0,0.0,0,0.0,launch_primitive_oof_lift_vs_industry_task_fold_baseline,,20260507,False,True,electronics_failure_negative_control_placebo,,E10P_d253227d5808840d,14,0,False,True,False
electronics_failure_negative_control_placebo,0,电子,launch_winner,pooled,diagnostic,E10P_5c0f09c69876cad4,placebo_scope,False,False,False,False,False,True,0,0.0,0,0.0,launch_primitive_oof_lift_vs_industry_task_fold_baseline,,20260507,False,True,electronics_failure_negative_control_placebo,,E10P_5c0f09c69876cad4,14,0,False,True,False
electronics_failure_negative_control_placebo,0,电子,launch_winner,pooled,diagnostic,E10P_264cc142c167b9c7,placebo_scope,False,False,False,False,False,True,0,0.0,0,0.0,launch_primitive_oof_lift_vs_industry_task_fold_baseline,,20260507,False,True,electronics_failure_negative_control_placebo,,E10P_264cc142c167b9c7,14,0,False,True,False
electronics_failure_negative_control_placebo,0,电子,launch_winner,pooled,diagnostic,E10P_f0a842530fbee9f3,placebo_scope,False,False,False,False,False,True,0,0.0,0,0.0,launch_primitive_oof_lift_vs_industry_task_fold_baseline,,20260507,False,True,electronics_failure_negative_control_placebo,,E10P_f0a842530fbee9f3,14,0,False,True,False
electronics_failure_negative_control_placebo,0,电子,launch_winner,pooled,diagnostic,E10P_1cccff497a94d873,placebo_scope,False,False,False,False,False,True,0,0.0,0,0.0,launch_primitive_oof_lift_vs_industry_task_fold_baseline,,20260507,False,True,electronics_failure_negative_control_placebo,,E10P_1cccff497a94d873,14,0,False,True,False
electronics_failure_negative_control_placebo,0,电子,launch_winner,pooled,diagnostic,E10P_3cac8b79158fd63a,placebo_scope,False,False,False,False,False,True,0,0.0,0,0.0,launch_primitive_oof_lift_vs_industry_task_fold_baseline,,20260507,False,True,electronics_failure_negative_control_placebo,,E10P_3cac8b79158fd63a,14,0,False,True,False
electronics_failure_negative_control_placebo,0,电子,launch_winner,pooled,diagnostic,E10P_d6429e5bff6b25bf,placebo_scope,False,False,False,False,False,True,0,0.0,0,0.0,launch_primitive_oof_lift_vs_industry_task_fold_baseline,,20260507,False,True,electronics_failure_negative_control_placebo,,E10P_d6429e5bff6b25bf,14,0,False,True,False
electronics_failure_negative_control_placebo,0,电子,launch_winner,pooled,diagnostic,E10P_29ebf5e47766ba4f,placebo_scope,False,False,False,False,False,True,0,0.0,0,0.0,launch_primitive_oof_lift_vs_industry_task_fold_baseline,,20260507,False,True,electronics_failure_negative_control_placebo,,E10P_29ebf5e47766ba4f,14,0,False,True,False
electronics_failure_negative_control_placebo,0,电子,launch_winner,pooled,diagnostic,E10P_c49644c23a1def6e,placebo_scope,False,False,False,False,False,True,0,0.0,0,0.0,launch_primitive_oof_lift_vs_industry_task_fold_baseline,,20260507,False,True,electronics_failure_negative_control_placebo,,E10P_c49644c23a1def6e,14,0,False,True,False
electronics_failure_negative_control_placebo,0,电子,launch_winner,pooled,diagnostic,E10P_3e4d266b0e9205e2,placebo_scope,False,False,False,False,False,True,0,0.0,0,0.0,launch_primitive_oof_lift_vs_industry_task_fold_baseline,,20260507,False,True,electronics_failure_negative_control_placebo,,E10P_3e4d266b0e9205e2,14,0,False,True,False
electronics_failure_negative_control_placebo,0,电子,launch_winner,pooled,diagnostic,E10P_165a04d26b35d682,placebo_scope,False,False,False,False,False,True,0,0.0,0,0.0,launch_primitive_oof_lift_vs_industry_task_fold_baseline,,20260507,False,True,electronics_failure_negative_control_placebo,,E10P_165a04d26b35d682,14,0,False,True,False
electronics_failure_negative_control_placebo,0,电子,launch_winner,pooled,diagnostic,E10P_e943f47006db02d2,placebo_scope,False,False,False,False,False,True,0,0.0,0,0.0,launch_primitive_oof_lift_vs_industry_task_fold_baseline,,20260507,False,True,electronics_failure_negative_control_placebo,,E10P_e943f47006db02d2,14,0,False,True,False
electronics_failure_negative_control_placebo,0,电子,launch_winner,pooled,diagnostic,E10P_b447a3bcb176167e,placebo_scope,False,False,False,False,False,True,0,0.0,0,0.0,launch_primitive_oof_lift_vs_industry_task_fold_baseline,,20260507,False,True,electronics_failure_negative_control_placebo,,E10P_b447a3bcb176167e,14,0,False,True,False
