feature_name,feature_family,feature_role,formula_template_id,formula_text,raw_inputs,window,cross_section_scope,normalization_scope,feature_asof_rule,missing_value_policy,allowed_for_path_extraction,allowed_for_primitive_formula,raw_required_field_exempt,pit_required,transform_type,frozen_train_transform_required,train_fold_quantile_required,eligible_denominator_field,leakage_risk_level,formula_hash,allowed_for_launch,allowed_for_failure
atr_like_10,volatility_range,atomic_feature,volatility_range,atr_like_10,open;high;low;close;volume;money,10,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,8e4bd81865bd912c,True,True
atr_like_20,volatility_range,atomic_feature,volatility_range,atr_like_20,open;high;low;close;volume;money,20,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,8d83fb6ccf4e64fc,True,True
high_vol_constructive_ratio,volatility_range,atomic_feature,volatility_range,high_vol_constructive_ratio,open;high;low;close;volume;money,,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,184d7e2cb1b231e0,True,True
high_vol_destructive_ratio,volatility_range,atomic_feature,volatility_range,high_vol_destructive_ratio,open;high;low;close;volume;money,,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,9d7a6d3c3aa48a08,True,True
range_expansion_ratio_20_60,volatility_range,atomic_feature,volatility_range,range_expansion_ratio_20_60,open;high;low;close;volume;money,2060,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,195122eec81f0a76,True,True
range_expansion_ratio_5_20,volatility_range,atomic_feature,volatility_range,range_expansion_ratio_5_20,open;high;low;close;volume;money,520,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,8ef602f69248ce45,True,True
volatility_return_std_10,volatility_range,atomic_feature,volatility_range,volatility_return_std_10,open;high;low;close;volume;money,10,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,3767e0d344633d3d,True,True
volatility_return_std_20,volatility_range,atomic_feature,volatility_range,volatility_return_std_20,open;high;low;close;volume;money,20,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,dce5ad4af3b1a200,True,True
volatility_return_std_5,volatility_range,atomic_feature,volatility_range,volatility_return_std_5,open;high;low;close;volume;money,5,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,915c71a46032abdc,True,True
volatility_return_std_60,volatility_range,atomic_feature,volatility_range,volatility_return_std_60,open;high;low;close;volume;money,60,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,a365ceec958d5287,True,True
money_over_mean_10,volume_money,atomic_feature,volume_money,money_over_mean_10,open;high;low;close;volume;money,10,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,de3dbaf970274c89,True,True
money_over_mean_20,volume_money,atomic_feature,volume_money,money_over_mean_20,open;high;low;close;volume;money,20,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,4504ec42400f6296,True,True
money_over_mean_5,volume_money,atomic_feature,volume_money,money_over_mean_5,open;high;low;close;volume;money,5,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,6d744a9051b038f3,True,True
money_over_mean_60,volume_money,atomic_feature,volume_money,money_over_mean_60,open;high;low;close;volume;money,60,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,ec6d8b2b903345f4,True,True
money_price_coherence_10,volume_money,atomic_feature,volume_money,money_price_coherence_10,open;high;low;close;volume;money,10,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,341ab3e97adda39b,True,True
money_price_coherence_20,volume_money,atomic_feature,volume_money,money_price_coherence_20,open;high;low;close;volume;money,20,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,65867142f6a1b1c2,True,True
money_price_coherence_5,volume_money,atomic_feature,volume_money,money_price_coherence_5,open;high;low;close;volume;money,5,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,3a23237f76c749a1,True,True
money_price_coherence_60,volume_money,atomic_feature,volume_money,money_price_coherence_60,open;high;low;close;volume;money,60,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,8545a85dd9aed010,True,True
money_zscore_10,volume_money,atomic_feature,volume_money,money_zscore_10,open;high;low;close;volume;money,10,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,28aef8c2e4353818,True,True
money_zscore_20,volume_money,atomic_feature,volume_money,money_zscore_20,open;high;low;close;volume;money,20,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,172f35671f92d45f,True,True
money_zscore_5,volume_money,atomic_feature,volume_money,money_zscore_5,open;high;low;close;volume;money,5,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,07a3856b72fd99cc,True,True
money_zscore_60,volume_money,atomic_feature,volume_money,money_zscore_60,open;high;low;close;volume;money,60,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,835e6fe04285ae23,True,True
turnover_proxy_ratio_10,volume_money,atomic_feature,volume_money,turnover_proxy_ratio_10,open;high;low;close;volume;money,10,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,49af8edcd8703678,True,True
turnover_proxy_ratio_20,volume_money,atomic_feature,volume_money,turnover_proxy_ratio_20,open;high;low;close;volume;money,20,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,8101cba5e1d77fad,True,True
turnover_proxy_ratio_5,volume_money,atomic_feature,volume_money,turnover_proxy_ratio_5,open;high;low;close;volume;money,5,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,cbd411bb9c370bdc,True,True
turnover_proxy_ratio_60,volume_money,atomic_feature,volume_money,turnover_proxy_ratio_60,open;high;low;close;volume;money,60,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,18f6129d7fe54c24,True,True
volume_over_mean_10,volume_money,atomic_feature,volume_money,volume_over_mean_10,open;high;low;close;volume;money,10,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,127431091d83077c,True,True
volume_over_mean_20,volume_money,atomic_feature,volume_money,volume_over_mean_20,open;high;low;close;volume;money,20,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,8c97278b21e5005a,True,True
volume_over_mean_5,volume_money,atomic_feature,volume_money,volume_over_mean_5,open;high;low;close;volume;money,5,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,17c3998ce84a998b,True,True
volume_over_mean_60,volume_money,atomic_feature,volume_money,volume_over_mean_60,open;high;low;close;volume;money,60,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,26be791c32a29d2c,True,True
volume_price_divergence_10,volume_money,atomic_feature,volume_money,volume_price_divergence_10,open;high;low;close;volume;money,10,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,853b719e44b9ed4a,True,True
volume_price_divergence_20,volume_money,atomic_feature,volume_money,volume_price_divergence_20,open;high;low;close;volume;money,20,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,f79134e55677f2c6,True,True
volume_price_divergence_5,volume_money,atomic_feature,volume_money,volume_price_divergence_5,open;high;low;close;volume;money,5,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,42b5e94c9651920b,True,True
volume_price_divergence_60,volume_money,atomic_feature,volume_money,volume_price_divergence_60,open;high;low;close;volume;money,60,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,ec26ea113312a706,True,True
volume_zscore_10,volume_money,atomic_feature,volume_money,volume_zscore_10,open;high;low;close;volume;money,10,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,7dc56a7cd2576e66,True,True
volume_zscore_20,volume_money,atomic_feature,volume_money,volume_zscore_20,open;high;low;close;volume;money,20,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,d70fd4c7e0c37dbd,True,True
volume_zscore_5,volume_money,atomic_feature,volume_money,volume_zscore_5,open;high;low;close;volume;money,5,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,f28cef56895c22a1,True,True
volume_zscore_60,volume_money,atomic_feature,volume_money,volume_zscore_60,open;high;low;close;volume;money,60,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,8daa25cc1d09eb94,True,True
atr20_pct_industry_rank,cross_section_rank,atomic_feature,cross_section_rank,atr20_pct_industry_rank,open;high;low;close;volume;money,20,industry,industry,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,35a768ac6b094ad2,True,True
atr20_pct_market_rank,cross_section_rank,atomic_feature,cross_section_rank,atr20_pct_market_rank,open;high;low;close;volume;money,20,market,market,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,d6b4d7807eb8025b,True,True
money_20d_industry_rank,cross_section_rank,atomic_feature,cross_section_rank,money_20d_industry_rank,open;high;low;close;volume;money,20,industry,industry,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,409c1647e152249e,True,True
money_20d_market_rank,cross_section_rank,atomic_feature,cross_section_rank,money_20d_market_rank,open;high;low;close;volume;money,20,market,market,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,83d2ceaed828f6c0,True,True
money_5d_industry_rank,cross_section_rank,atomic_feature,cross_section_rank,money_5d_industry_rank,open;high;low;close;volume;money,5,industry,industry,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,b378eb80fc45f096,True,True
money_5d_market_rank,cross_section_rank,atomic_feature,cross_section_rank,money_5d_market_rank,open;high;low;close;volume;money,5,market,market,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,69c107e5d6efc935,True,True
rank_evaporation_2d,cross_section_rank,atomic_feature,cross_section_rank,rank_evaporation_2d,open;high;low;close;volume;money,2,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,fe6fc9f336fd348a,True,True
rank_evaporation_3d,cross_section_rank,atomic_feature,cross_section_rank,rank_evaporation_3d,open;high;low;close;volume;money,3,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,6e0ffd005bbe8a1b,True,True
rank_evaporation_5d,cross_section_rank,atomic_feature,cross_section_rank,rank_evaporation_5d,open;high;low;close;volume;money,5,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,83ba4b0126c1a351,True,True
rank_jump_5d,cross_section_rank,atomic_feature,cross_section_rank,rank_jump_5d,open;high;low;close;volume;money,5,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,f603e9dc4eaed819,True,True
rank_persistence_3d,cross_section_rank,atomic_feature,cross_section_rank,rank_persistence_3d,open;high;low;close;volume;money,3,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,af7ad5658ac33765,True,True
rank_persistence_5d,cross_section_rank,atomic_feature,cross_section_rank,rank_persistence_5d,open;high;low;close;volume;money,5,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,e4770b4b963e331c,True,True
ret_10d_industry_rank,cross_section_rank,atomic_feature,cross_section_rank,ret_10d_industry_rank,open;high;low;close;volume;money,10,industry,industry,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,0f7b4317517bdacf,True,True
ret_10d_market_rank,cross_section_rank,atomic_feature,cross_section_rank,ret_10d_market_rank,open;high;low;close;volume;money,10,market,market,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,4ec4460600c2feef,True,True
ret_20d_industry_rank,cross_section_rank,atomic_feature,cross_section_rank,ret_20d_industry_rank,open;high;low;close;volume;money,20,industry,industry,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,8778f5f37584d3d1,True,True
ret_20d_market_rank,cross_section_rank,atomic_feature,cross_section_rank,ret_20d_market_rank,open;high;low;close;volume;money,20,market,market,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,e4817da083fa27f1,True,True
ret_5d_industry_rank,cross_section_rank,atomic_feature,cross_section_rank,ret_5d_industry_rank,open;high;low;close;volume;money,5,industry,industry,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,3b5f8c3d15c8c944,True,True
ret_5d_market_rank,cross_section_rank,atomic_feature,cross_section_rank,ret_5d_market_rank,open;high;low;close;volume;money,5,market,market,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,4574d8bee7811910,True,True
ret_60d_industry_rank,cross_section_rank,atomic_feature,cross_section_rank,ret_60d_industry_rank,open;high;low;close;volume;money,60,industry,industry,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,f4bbf6d74b8c50eb,True,True
ret_60d_market_rank,cross_section_rank,atomic_feature,cross_section_rank,ret_60d_market_rank,open;high;low;close;volume;money,60,market,market,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,ebe91fae32a44168,True,True
industry_breadth_20d,industry_market_context,atomic_feature,industry_market_context,industry_breadth_20d,open;high;low;close;volume;money,20,industry,industry,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,dd8bceaa3839005a,True,True
industry_breadth_change_5d,industry_market_context,atomic_feature,industry_market_context,industry_breadth_change_5d,open;high;low;close;volume;money,5,industry,industry,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,4a6c4b5fcdb7deea,True,True
industry_money_breadth_20d,industry_market_context,atomic_feature,industry_market_context,industry_money_breadth_20d,open;high;low;close;volume;money,20,industry,industry,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,e26502153227958f,True,True
industry_relative_strength_vs_market_20d,industry_market_context,atomic_feature,industry_market_context,industry_relative_strength_vs_market_20d,open;high;low;close;volume;money,20,industry,industry,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,ef0300c808ca79c4,True,True
industry_relative_strength_vs_market_60d,industry_market_context,atomic_feature,industry_market_context,industry_relative_strength_vs_market_60d,open;high;low;close;volume;money,60,industry,industry,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,ee3613ca85b22d0e,True,True
market_breadth_20d,industry_market_context,atomic_feature,industry_market_context,market_breadth_20d,open;high;low;close;volume;money,20,market,market,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,5f6262a6a64f3ab2,True,True
market_regime,industry_market_context,atomic_feature,industry_market_context,market_regime,open;high;low;close;volume;money,,market,market,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,f7f167174f4aea6f,True,True
market_volatility_regime,industry_market_context,atomic_feature,industry_market_context,market_volatility_regime,open;high;low;close;volume;money,,market,market,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,7d838ee8d3392e78,True,True
risk_on_off_bucket,industry_market_context,atomic_feature,industry_market_context,risk_on_off_bucket,open;high;low;close;volume;money,,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,699838466cb8dc10,True,True
prelaunch_drawdown_120d,launch_lifecycle_context,atomic_feature,launch_lifecycle_context,prelaunch_drawdown_120d,open;high;low;close;volume;money,120,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,8c3697e44bb764a0,True,True
prelaunch_drawdown_60d,launch_lifecycle_context,atomic_feature,launch_lifecycle_context,prelaunch_drawdown_60d,open;high;low;close;volume;money,60,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,54a91cad6d8a345f,True,True
prelaunch_repair_age,launch_lifecycle_context,atomic_feature,launch_lifecycle_context,prelaunch_repair_age,open;high;low;close;volume;money,,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,0446b451d3467f08,True,True
sparse_strong_day_flag,launch_lifecycle_context,atomic_feature,launch_lifecycle_context,sparse_strong_day_flag,open;high;low;close;volume;money,,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,d6f1870cc478f13b,True,True
launch_family,launch_lifecycle_context,context_slice_only,context_reference,launch_family,,,none,none,signal_date_observable_context_only,allow_missing_for_slice,False,False,False,True,category,False,False,event_panel,context_not_formula,2ab69aee15302a42,True,False
launch_lifecycle_pool,launch_lifecycle_context,context_slice_only,context_reference,launch_lifecycle_pool,,,none,none,signal_date_observable_context_only,allow_missing_for_slice,False,False,False,True,category,False,False,event_panel,context_not_formula,932db888984f0037,True,False
post_20_state,launch_lifecycle_context,context_slice_only,context_reference,post_20_state,,,none,none,signal_date_observable_context_only,allow_missing_for_slice,False,False,False,True,category,False,False,event_panel,context_not_formula,5c3ba37420548b22,True,False
post_30_state,launch_lifecycle_context,context_slice_only,context_reference,post_30_state,,,none,none,signal_date_observable_context_only,allow_missing_for_slice,False,False,False,True,category,False,False,event_panel,context_not_formula,f711e96fcecb4898,True,False
late_acceleration_flag,launch_lifecycle_context,context_slice_only,context_reference,late_acceleration_flag,,,none,none,signal_date_observable_context_only,allow_missing_for_slice,False,False,False,True,category,False,False,event_panel,context_not_formula,40bba9fd05330eb8,True,False
