primitive_id,primitive_family,industry,task,primitive_text,observable_token_list,formula_text_resolved,source_path_pattern_ids,source_feature_family_set,feature_asof_rule,effective_date_rule,reference_price_rule,denominator_scope,expected_direction,real_metric_name,real_metric_formula_text,null_adjusted_signal_status,manual_primitive_allowed_for_next_requirement,reason_if_not_allowed,atomic_primitive_candidate_for_next_requirement,candidate_formula_hash
E10P_d6c82c36903f135a,negative_control_placebo_context,电子,failure_reject,volatility_return_std_10 >= train_q20 and amplitude_60 >= train_q30 and close_over_max_high_120 >= train_q05,"[{""feature_name"": ""volatility_return_std_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q20""}, {""feature_name"": ""amplitude_60"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q30""}, {""feature_name"": ""close_over_max_high_120"", ""feature_family"": ""price_distance"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q05""}]",volatility_return_std_10 >= train_q20 and amplitude_60 >= train_q30 and close_over_max_high_120 >= train_q05,cac5086f254f9432,price_distance;volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,failure_lift_minus_false_reject_penalty,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,7ec07cf8753b900d
E10P_b6abc3da5e1ed502,negative_control_placebo_context,电子,failure_reject,ret_60d_market_rank <= train_q60 and industry_relative_strength_vs_market_20d >= train_q10 and volume_over_mean_60 <= train_q50,"[{""feature_name"": ""ret_60d_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q60""}, {""feature_name"": ""industry_relative_strength_vs_market_20d"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q10""}, {""feature_name"": ""volume_over_mean_60"", ""feature_family"": ""volume_money"", ""direction"": ""less_than"", ""quantile_bucket"": ""q50""}]",ret_60d_market_rank <= train_q60 and industry_relative_strength_vs_market_20d >= train_q10 and volume_over_mean_60 <= train_q50,c985ecfe22de61a9,cross_section_rank;industry_market_context;volume_money,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,failure_lift_minus_false_reject_penalty,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,19e736ddf84e5eb5
E10P_3ad97fa9d86be3df,negative_control_placebo_context,电子,failure_reject,ret_60d_market_rank <= train_q50 and market_volatility_regime <= train_q90 and money_over_mean_60 <= train_q50,"[{""feature_name"": ""ret_60d_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q50""}, {""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q90""}, {""feature_name"": ""money_over_mean_60"", ""feature_family"": ""volume_money"", ""direction"": ""less_than"", ""quantile_bucket"": ""q50""}]",ret_60d_market_rank <= train_q50 and market_volatility_regime <= train_q90 and money_over_mean_60 <= train_q50,73ded0cad74aaaaa,cross_section_rank;industry_market_context;volume_money,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,failure_lift_minus_false_reject_penalty,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,851aa0b5869ebd2e
E10P_542b7c158a299684,negative_control_placebo_context,电子,failure_reject,volatility_return_std_20 >= train_q20 and volatility_return_std_60 >= train_q40 and atr_like_10 <= train_q95,"[{""feature_name"": ""volatility_return_std_20"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q20""}, {""feature_name"": ""volatility_return_std_60"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q40""}, {""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q95""}]",volatility_return_std_20 >= train_q20 and volatility_return_std_60 >= train_q40 and atr_like_10 <= train_q95,03adbc7d48617683,volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,failure_lift_minus_false_reject_penalty,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,d5aef862859d7701
E10P_56e0294ee8229902,negative_control_placebo_context,电子,failure_reject,ret_60d_market_rank <= train_q50 and close_over_max_high_120 >= train_q05 and body_pct <= train_q90,"[{""feature_name"": ""ret_60d_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q50""}, {""feature_name"": ""close_over_max_high_120"", ""feature_family"": ""price_distance"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q05""}, {""feature_name"": ""body_pct"", ""feature_family"": ""kbar_candle_shape"", ""direction"": ""less_than"", ""quantile_bucket"": ""q90""}]",ret_60d_market_rank <= train_q50 and close_over_max_high_120 >= train_q05 and body_pct <= train_q90,9708af4b1a94716f,cross_section_rank;kbar_candle_shape;price_distance,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,failure_lift_minus_false_reject_penalty,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,1f096ebc971810bc
E10P_035f75c66ca6af86,negative_control_placebo_context,电子,failure_reject,market_volatility_regime >= train_q30 and close_over_median_60 <= train_q60 and market_breadth_20d <= train_q70,"[{""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q30""}, {""feature_name"": ""close_over_median_60"", ""feature_family"": ""price_distance"", ""direction"": ""less_than"", ""quantile_bucket"": ""q60""}, {""feature_name"": ""market_breadth_20d"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q70""}]",market_volatility_regime >= train_q30 and close_over_median_60 <= train_q60 and market_breadth_20d <= train_q70,2ebb0f9c3af2b0cb,industry_market_context;price_distance,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,failure_lift_minus_false_reject_penalty,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,b972285aed59254b
E10P_afcfe299be7e2156,negative_control_placebo_context,电子,failure_reject,market_volatility_regime >= train_q40 and close_over_min_low_20 >= train_q50 and volatility_return_std_60 <= train_q80,"[{""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q40""}, {""feature_name"": ""close_over_min_low_20"", ""feature_family"": ""price_distance"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q50""}, {""feature_name"": ""volatility_return_std_60"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80""}]",market_volatility_regime >= train_q40 and close_over_min_low_20 >= train_q50 and volatility_return_std_60 <= train_q80,e75a029b117b7936,industry_market_context;price_distance;volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,failure_lift_minus_false_reject_penalty,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,fedac186e3932cfe
E10P_18c59a8b0ea4d8b0,negative_control_placebo_context,电子,failure_reject,close_over_max_high_120 <= train_q80 and close_over_ma_120 >= train_q05 and money_price_coherence_60 >= train_q05,"[{""feature_name"": ""close_over_max_high_120"", ""feature_family"": ""price_distance"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80""}, {""feature_name"": ""close_over_ma_120"", ""feature_family"": ""price_distance"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q05""}, {""feature_name"": ""money_price_coherence_60"", ""feature_family"": ""volume_money"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q05""}]",close_over_max_high_120 <= train_q80 and close_over_ma_120 >= train_q05 and money_price_coherence_60 >= train_q05,67f1f0d7dcfc7f77,price_distance;volume_money,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,failure_lift_minus_false_reject_penalty,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,b65b5a473dff8715
E10P_fbc505e2279705a9,negative_control_placebo_context,电子,failure_reject,market_volatility_regime >= train_q60 and atr_like_20 <= train_q70 and money_price_coherence_60 >= train_q10,"[{""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q60""}, {""feature_name"": ""atr_like_20"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q70""}, {""feature_name"": ""money_price_coherence_60"", ""feature_family"": ""volume_money"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q10""}]",market_volatility_regime >= train_q60 and atr_like_20 <= train_q70 and money_price_coherence_60 >= train_q10,99523e8cd270581a,industry_market_context;volatility_range;volume_money,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,failure_lift_minus_false_reject_penalty,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,f64adedb8ce5268a
E10P_1c7fb66503e4a518,negative_control_placebo_context,电子,failure_reject,market_volatility_regime >= train_q30 and close_over_ma_60 <= train_q60 and market_breadth_20d <= train_q70,"[{""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q30""}, {""feature_name"": ""close_over_ma_60"", ""feature_family"": ""price_distance"", ""direction"": ""less_than"", ""quantile_bucket"": ""q60""}, {""feature_name"": ""market_breadth_20d"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q70""}]",market_volatility_regime >= train_q30 and close_over_ma_60 <= train_q60 and market_breadth_20d <= train_q70,6aedcfe66af79d98,industry_market_context;price_distance,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,failure_lift_minus_false_reject_penalty,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,0d9a2a76a81acce7
E10P_11bcc105568782e4,negative_control_placebo_context,电子,failure_reject,market_volatility_regime <= train_q40 and close_over_median_40 >= train_q10 and money_price_coherence_60 >= train_q05,"[{""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q40""}, {""feature_name"": ""close_over_median_40"", ""feature_family"": ""price_distance"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q10""}, {""feature_name"": ""money_price_coherence_60"", ""feature_family"": ""volume_money"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q05""}]",market_volatility_regime <= train_q40 and close_over_median_40 >= train_q10 and money_price_coherence_60 >= train_q05,cbe35b290b9e8b98,industry_market_context;price_distance;volume_money,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,failure_lift_minus_false_reject_penalty,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,9b6951c787a4f8ce
E10P_33e137e657941b7a,negative_control_placebo_context,电子,failure_reject,ret_60d_market_rank <= train_q50 and volume_zscore_60 <= train_q80 and ret_120d >= train_q10,"[{""feature_name"": ""ret_60d_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q50""}, {""feature_name"": ""volume_zscore_60"", ""feature_family"": ""volume_money"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80""}, {""feature_name"": ""ret_120d"", ""feature_family"": ""rolling_return"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q10""}]",ret_60d_market_rank <= train_q50 and volume_zscore_60 <= train_q80 and ret_120d >= train_q10,c043c5e916499550,cross_section_rank;rolling_return;volume_money,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,failure_lift_minus_false_reject_penalty,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,6e52e62d79655913
E10P_b5c5f956ce71d883,negative_control_placebo_context,电子,failure_reject,range_expansion_ratio_20_60 <= train_q60 and volume_over_mean_60 <= train_q60 and money_price_coherence_60 >= train_q10,"[{""feature_name"": ""range_expansion_ratio_20_60"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q60""}, {""feature_name"": ""volume_over_mean_60"", ""feature_family"": ""volume_money"", ""direction"": ""less_than"", ""quantile_bucket"": ""q60""}, {""feature_name"": ""money_price_coherence_60"", ""feature_family"": ""volume_money"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q10""}]",range_expansion_ratio_20_60 <= train_q60 and volume_over_mean_60 <= train_q60 and money_price_coherence_60 >= train_q10,27bbed7a45f96c35,volatility_range;volume_money,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,failure_lift_minus_false_reject_penalty,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,ade4ead7f3ff4e63
E10P_bfbfe8713bfd5816,negative_control_placebo_context,电子,failure_reject,market_volatility_regime >= train_q30 and drawdown_from_recent_high_40 <= train_q50 and market_volatility_regime <= train_q90,"[{""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q30""}, {""feature_name"": ""drawdown_from_recent_high_40"", ""feature_family"": ""price_distance"", ""direction"": ""less_than"", ""quantile_bucket"": ""q50""}, {""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q90""}]",market_volatility_regime >= train_q30 and drawdown_from_recent_high_40 <= train_q50 and market_volatility_regime <= train_q90,f10b9544daa335f1,industry_market_context;price_distance,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,failure_lift_minus_false_reject_penalty,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,e543b5e5edf903d0
E10P_eaf45c51d3fe347c,negative_control_placebo_context,电子,failure_reject,market_volatility_regime <= train_q50 and close_over_max_high_20 >= train_q10 and money_price_coherence_60 >= train_q05,"[{""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q50""}, {""feature_name"": ""close_over_max_high_20"", ""feature_family"": ""price_distance"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q10""}, {""feature_name"": ""money_price_coherence_60"", ""feature_family"": ""volume_money"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q05""}]",market_volatility_regime <= train_q50 and close_over_max_high_20 >= train_q10 and money_price_coherence_60 >= train_q05,52889bfc1ea7ca3a,industry_market_context;price_distance;volume_money,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,failure_lift_minus_false_reject_penalty,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,c6ed081b77b3628b
E10P_393a0903ecddc5d6,negative_control_placebo_context,电子,failure_reject,market_volatility_regime >= train_q30 and close_over_max_high_40 <= train_q50 and turnover_proxy_ratio_60 <= train_q60,"[{""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q30""}, {""feature_name"": ""close_over_max_high_40"", ""feature_family"": ""price_distance"", ""direction"": ""less_than"", ""quantile_bucket"": ""q50""}, {""feature_name"": ""turnover_proxy_ratio_60"", ""feature_family"": ""volume_money"", ""direction"": ""less_than"", ""quantile_bucket"": ""q60""}]",market_volatility_regime >= train_q30 and close_over_max_high_40 <= train_q50 and turnover_proxy_ratio_60 <= train_q60,b046bebb955f4e86,industry_market_context;price_distance;volume_money,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,failure_lift_minus_false_reject_penalty,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,1ec5f3cdfdde044e
E10P_5b155243c948f3c4,negative_control_placebo_context,电子,failure_reject,volume_over_mean_60 <= train_q60 and body_pct <= train_q80 and range_expansion_ratio_20_60 <= train_q60,"[{""feature_name"": ""volume_over_mean_60"", ""feature_family"": ""volume_money"", ""direction"": ""less_than"", ""quantile_bucket"": ""q60""}, {""feature_name"": ""body_pct"", ""feature_family"": ""kbar_candle_shape"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80""}, {""feature_name"": ""range_expansion_ratio_20_60"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q60""}]",volume_over_mean_60 <= train_q60 and body_pct <= train_q80 and range_expansion_ratio_20_60 <= train_q60,92e105bc577fa1e7,kbar_candle_shape;volatility_range;volume_money,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,failure_lift_minus_false_reject_penalty,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,7bf0c07af3307f65
E10P_56e76a63f8e95934,negative_control_placebo_context,电子,failure_reject,market_volatility_regime >= train_q40 and industry_relative_strength_vs_market_60d <= train_q30 and industry_relative_strength_vs_market_20d >= train_q10,"[{""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q40""}, {""feature_name"": ""industry_relative_strength_vs_market_60d"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q30""}, {""feature_name"": ""industry_relative_strength_vs_market_20d"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q10""}]",market_volatility_regime >= train_q40 and industry_relative_strength_vs_market_60d <= train_q30 and industry_relative_strength_vs_market_20d >= train_q10,f3d2c069547a6a00,industry_market_context,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,failure_lift_minus_false_reject_penalty,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,485e313addca05e5
E10P_e7813e8d95a95984,negative_control_placebo_context,电子,failure_reject,industry_relative_strength_vs_market_20d <= train_q95 and atr_like_20 >= train_q30 and amplitude_60 >= train_q30,"[{""feature_name"": ""industry_relative_strength_vs_market_20d"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q95""}, {""feature_name"": ""atr_like_20"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q30""}, {""feature_name"": ""amplitude_60"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q30""}]",industry_relative_strength_vs_market_20d <= train_q95 and atr_like_20 >= train_q30 and amplitude_60 >= train_q30,e1e538d0e8ce67d4,industry_market_context;volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,failure_lift_minus_false_reject_penalty,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,03e834038d03bd78
E10P_821bfa560d95ffda,negative_control_placebo_context,电子,failure_reject,volatility_return_std_10 >= train_q10 and volatility_return_std_60 <= train_q80 and money_price_coherence_60 >= train_q40,"[{""feature_name"": ""volatility_return_std_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q10""}, {""feature_name"": ""volatility_return_std_60"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80""}, {""feature_name"": ""money_price_coherence_60"", ""feature_family"": ""volume_money"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q40""}]",volatility_return_std_10 >= train_q10 and volatility_return_std_60 <= train_q80 and money_price_coherence_60 >= train_q40,0367ce91fe097439,volatility_range;volume_money,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,failure_lift_minus_false_reject_penalty,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,e9abd9bb568fd3a8
E10P_262092b494790e95,negative_control_placebo_context,电子,failure_reject,atr20_pct_market_rank <= train_q70 and market_breadth_20d >= train_q20 and industry_relative_strength_vs_market_60d <= train_q50,"[{""feature_name"": ""atr20_pct_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q70""}, {""feature_name"": ""market_breadth_20d"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q20""}, {""feature_name"": ""industry_relative_strength_vs_market_60d"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q50""}]",atr20_pct_market_rank <= train_q70 and market_breadth_20d >= train_q20 and industry_relative_strength_vs_market_60d <= train_q50,57afb332f9e27f28,cross_section_rank;industry_market_context,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,failure_lift_minus_false_reject_penalty,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,76a85b18afbf82c2
E10P_ef96ca2290c458a9,negative_control_placebo_context,电子,failure_reject,ret_60d_market_rank <= train_q50 and prelaunch_drawdown_120d >= train_q05 and amplitude_60 <= train_q70,"[{""feature_name"": ""ret_60d_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q50""}, {""feature_name"": ""prelaunch_drawdown_120d"", ""feature_family"": ""launch_lifecycle_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q05""}, {""feature_name"": ""amplitude_60"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q70""}]",ret_60d_market_rank <= train_q50 and prelaunch_drawdown_120d >= train_q05 and amplitude_60 <= train_q70,5a6d8a198e83555c,cross_section_rank;launch_lifecycle_context;volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,failure_lift_minus_false_reject_penalty,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,b3c0fe978799d28e
E10P_1d51cf825614d006,negative_control_placebo_context,电子,failure_reject,atr_like_10 >= train_q20 and amplitude_60 >= train_q30 and atr20_pct <= train_q90,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q20""}, {""feature_name"": ""amplitude_60"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q30""}, {""feature_name"": ""atr20_pct"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q90""}]",atr_like_10 >= train_q20 and amplitude_60 >= train_q30 and atr20_pct <= train_q90,9187885937f89c90,volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,failure_lift_minus_false_reject_penalty,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,eff33932904c4c4b
E10P_449b1397e9794a47,negative_control_placebo_context,电子,failure_reject,market_volatility_regime >= train_q40 and close_over_median_40 <= train_q50 and money_price_coherence_60 <= train_q80,"[{""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q40""}, {""feature_name"": ""close_over_median_40"", ""feature_family"": ""price_distance"", ""direction"": ""less_than"", ""quantile_bucket"": ""q50""}, {""feature_name"": ""money_price_coherence_60"", ""feature_family"": ""volume_money"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80""}]",market_volatility_regime >= train_q40 and close_over_median_40 <= train_q50 and money_price_coherence_60 <= train_q80,122918bc64ea89f3,industry_market_context;price_distance;volume_money,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,failure_lift_minus_false_reject_penalty,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,76613ff02fb30b1d
E10P_5345f3c2f7d3b2cf,negative_control_placebo_context,电子,launch_winner,atr_like_20 <= train_q90 and amplitude_60 <= train_q95 and market_volatility_regime >= train_q20,"[{""feature_name"": ""atr_like_20"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q90""}, {""feature_name"": ""amplitude_60"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q95""}, {""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q20""}]",atr_like_20 <= train_q90 and amplitude_60 <= train_q95 and market_volatility_regime >= train_q20,e02d4366e7572c8b,industry_market_context;volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,launch_primitive_oof_lift_vs_industry_task_fold_baseline,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,6af26f65612f63fe
E10P_d3b36670a9ee1b53,negative_control_placebo_context,电子,launch_winner,atr20_pct_market_rank <= train_q80 and market_volatility_regime >= train_q20 and amplitude_60 <= train_q90,"[{""feature_name"": ""atr20_pct_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80""}, {""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q20""}, {""feature_name"": ""amplitude_60"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q90""}]",atr20_pct_market_rank <= train_q80 and market_volatility_regime >= train_q20 and amplitude_60 <= train_q90,9ec8587a0a3c617e,cross_section_rank;industry_market_context;volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,launch_primitive_oof_lift_vs_industry_task_fold_baseline,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,d481e0b945cccf27
